ssp,age,sex,period,assr,CNTR_CODE,cntr_name
3,75--79,Female,1970-1975,0.674,UK,United Kingdom
2,70--74,Female,2000-2005,0.863,UK,United Kingdom
2,80--84,Male,1965-1970,0.402,UK,United Kingdom
1,90--94,Female,2075-2080,0.896,UK,United Kingdom
3,35--39,Male,1990-1995,0.991,UK,United Kingdom
1,100+,Male,2040-2045,0.071,UK,United Kingdom
1,0--4,Male,2005-2010,0.999,UK,United Kingdom
1,30--34,Female,2075-2080,1,UK,United Kingdom
2,55--59,Male,2065-2070,0.991,UK,United Kingdom
2,65--69,Female,2025-2030,0.956,UK,United Kingdom
3,80--84,Male,1960-1965,0.382,UK,United Kingdom
2,75--79,Male,1990-1995,0.618,UK,United Kingdom
2,85--89,Female,1950-1955,0.298,UK,United Kingdom
3,10--14,Male,2090-2095,1,UK,United Kingdom
1,Newborn,Male,2030-2035,0.998,UK,United Kingdom
3,30--34,Male,2015-2020,0.995,UK,United Kingdom
1,5--9,Female,1990-1995,0.999,UK,United Kingdom
3,60--64,Female,2085-2090,0.988,UK,United Kingdom
2,50--54,Male,2090-2095,0.998,UK,United Kingdom
2,60--64,Female,2050-2055,0.988,UK,United Kingdom
1,50--54,Female,1960-1965,0.967,UK,United Kingdom
2,70--74,Male,2015-2020,0.862,UK,United Kingdom
2,80--84,Female,1975-1980,0.535,UK,United Kingdom
1,90--94,Male,2090-2095,0.923,UK,United Kingdom
3,35--39,Female,2000-2005,0.995,UK,United Kingdom
1,100+,Female,2050-2055,0.112,UK,United Kingdom
1,0--4,Female,2015-2020,0.999,UK,United Kingdom
1,30--34,Male,2090-2095,1,UK,United Kingdom
2,55--59,Female,2075-2080,0.998,UK,United Kingdom
2,65--69,Male,2040-2045,0.953,UK,United Kingdom
3,80--84,Female,1970-1975,0.522,UK,United Kingdom
2,75--79,Female,2000-2005,0.773,UK,United Kingdom
2,85--89,Male,1965-1970,0.262,UK,United Kingdom
1,95--99,Female,2075-2080,0.614,UK,United Kingdom
3,40--44,Male,1990-1995,0.987,UK,United Kingdom
1,Newborn,Female,2040-2045,0.999,UK,United Kingdom
1,5--9,Male,2005-2010,0.999,UK,United Kingdom
1,35--39,Female,2075-2080,1,UK,United Kingdom
2,60--64,Male,2065-2070,0.986,UK,United Kingdom
2,70--74,Female,2025-2030,0.924,UK,United Kingdom
3,85--89,Male,1960-1965,0.244,UK,United Kingdom
2,80--84,Male,1990-1995,0.473,UK,United Kingdom
2,90--94,Female,1950-1955,0.176,UK,United Kingdom
3,15--19,Male,2090-2095,0.999,UK,United Kingdom
1,0--4,Male,2030-2035,1,UK,United Kingdom
3,35--39,Male,2015-2020,0.993,UK,United Kingdom
1,10--14,Female,1990-1995,0.999,UK,United Kingdom
3,65--69,Female,2085-2090,0.98,UK,United Kingdom
2,55--59,Male,2090-2095,0.997,UK,United Kingdom
2,65--69,Female,2050-2055,0.981,UK,United Kingdom
1,55--59,Female,1960-1965,0.948,UK,United Kingdom
2,75--79,Male,2015-2020,0.773,UK,United Kingdom
2,85--89,Female,1975-1980,0.369,UK,United Kingdom
1,95--99,Male,2090-2095,0.644,UK,United Kingdom
3,40--44,Female,2000-2005,0.992,UK,United Kingdom
1,Newborn,Male,2055-2060,0.999,UK,United Kingdom
1,5--9,Female,2015-2020,1,UK,United Kingdom
1,35--39,Male,2090-2095,1,UK,United Kingdom
2,60--64,Female,2075-2080,0.997,UK,United Kingdom
2,70--74,Male,2040-2045,0.92,UK,United Kingdom
3,85--89,Female,1970-1975,0.358,UK,United Kingdom
2,80--84,Female,2000-2005,0.636,UK,United Kingdom
2,90--94,Male,1965-1970,0.155,UK,United Kingdom
1,100+,Female,2075-2080,0.199,UK,United Kingdom
3,45--49,Male,1990-1995,0.978,UK,United Kingdom
1,0--4,Female,2040-2045,1,UK,United Kingdom
1,10--14,Male,2005-2010,0.999,UK,United Kingdom
1,40--44,Female,2075-2080,1,UK,United Kingdom
2,65--69,Male,2065-2070,0.978,UK,United Kingdom
2,75--79,Female,2025-2030,0.863,UK,United Kingdom
3,90--94,Male,1960-1965,0.141,UK,United Kingdom
2,85--89,Male,1990-1995,0.322,UK,United Kingdom
2,95--99,Female,1950-1955,0.086,UK,United Kingdom
3,20--24,Male,2090-2095,0.999,UK,United Kingdom
1,5--9,Male,2030-2035,1,UK,United Kingdom
3,40--44,Male,2015-2020,0.99,UK,United Kingdom
1,15--19,Female,1990-1995,0.998,UK,United Kingdom
3,70--74,Female,2085-2090,0.964,UK,United Kingdom
2,60--64,Male,2090-2095,0.996,UK,United Kingdom
2,70--74,Female,2050-2055,0.966,UK,United Kingdom
1,60--64,Female,1960-1965,0.914,UK,United Kingdom
2,80--84,Male,2015-2020,0.635,UK,United Kingdom
2,90--94,Female,1975-1980,0.223,UK,United Kingdom
1,100+,Male,2090-2095,0.199,UK,United Kingdom
3,45--49,Female,2000-2005,0.987,UK,United Kingdom
1,0--4,Male,2055-2060,1,UK,United Kingdom
1,10--14,Female,2015-2020,1,UK,United Kingdom
1,40--44,Male,2090-2095,1,UK,United Kingdom
2,65--69,Female,2075-2080,0.995,UK,United Kingdom
2,75--79,Male,2040-2045,0.857,UK,United Kingdom
3,90--94,Female,1970-1975,0.216,UK,United Kingdom
2,85--89,Female,2000-2005,0.457,UK,United Kingdom
2,95--99,Male,1965-1970,0.082,UK,United Kingdom
1,Newborn,Male,2080-2085,1,UK,United Kingdom
3,50--54,Male,1990-1995,0.962,UK,United Kingdom
1,5--9,Female,2040-2045,1,UK,United Kingdom
1,15--19,Male,2005-2010,0.997,UK,United Kingdom
1,45--49,Female,2075-2080,1,UK,United Kingdom
2,70--74,Male,2065-2070,0.961,UK,United Kingdom
2,80--84,Female,2025-2030,0.752,UK,United Kingdom
3,95--99,Male,1960-1965,0.072,UK,United Kingdom
2,90--94,Male,1990-1995,0.194,UK,United Kingdom
2,100+,Female,1950-1955,0,UK,United Kingdom
3,25--29,Male,2090-2095,0.998,UK,United Kingdom
1,10--14,Male,2030-2035,1,UK,United Kingdom
3,45--49,Male,2015-2020,0.985,UK,United Kingdom
1,20--24,Female,1990-1995,0.998,UK,United Kingdom
3,75--79,Female,2085-2090,0.928,UK,United Kingdom
2,65--69,Male,2090-2095,0.993,UK,United Kingdom
2,75--79,Female,2050-2055,0.93,UK,United Kingdom
1,65--69,Female,1960-1965,0.858,UK,United Kingdom
2,85--89,Male,2015-2020,0.457,UK,United Kingdom
2,95--99,Female,1975-1980,0.109,UK,United Kingdom
1,Newborn,Female,2090-2095,1,UK,United Kingdom
3,50--54,Female,2000-2005,0.981,UK,United Kingdom
1,5--9,Male,2055-2060,1,UK,United Kingdom
1,15--19,Female,2015-2020,0.999,UK,United Kingdom
1,45--49,Male,2090-2095,1,UK,United Kingdom
2,70--74,Female,2075-2080,0.99,UK,United Kingdom
2,80--84,Male,2040-2045,0.743,UK,United Kingdom
3,95--99,Female,1970-1975,0.106,UK,United Kingdom
2,90--94,Female,2000-2005,0.279,UK,United Kingdom
2,100+,Male,1965-1970,0,UK,United Kingdom
1,0--4,Male,2080-2085,1,UK,United Kingdom
3,55--59,Male,1990-1995,0.935,UK,United Kingdom
1,10--14,Female,2040-2045,1,UK,United Kingdom
1,20--24,Male,2005-2010,0.996,UK,United Kingdom
1,50--54,Female,2075-2080,1,UK,United Kingdom
2,75--79,Male,2065-2070,0.923,UK,United Kingdom
2,85--89,Female,2025-2030,0.581,UK,United Kingdom
3,100+,Male,1960-1965,0,UK,United Kingdom
2,95--99,Male,1990-1995,0.1,UK,United Kingdom
2,Newborn,Male,1955-1960,0.972,UK,United Kingdom
3,30--34,Male,2090-2095,0.997,UK,United Kingdom
1,15--19,Male,2030-2035,0.999,UK,United Kingdom
3,50--54,Male,2015-2020,0.977,UK,United Kingdom
1,25--29,Female,1990-1995,0.998,UK,United Kingdom
3,80--84,Female,2085-2090,0.851,UK,United Kingdom
2,70--74,Male,2090-2095,0.987,UK,United Kingdom
2,80--84,Female,2050-2055,0.855,UK,United Kingdom
1,70--74,Female,1960-1965,0.769,UK,United Kingdom
2,90--94,Male,2015-2020,0.271,UK,United Kingdom
2,100+,Female,1975-1980,0,UK,United Kingdom
1,0--4,Female,2090-2095,1,UK,United Kingdom
3,55--59,Female,2000-2005,0.969,UK,United Kingdom
1,10--14,Male,2055-2060,1,UK,United Kingdom
1,20--24,Female,2015-2020,0.999,UK,United Kingdom
1,50--54,Male,2090-2095,1,UK,United Kingdom
2,75--79,Female,2075-2080,0.977,UK,United Kingdom
2,85--89,Male,2040-2045,0.569,UK,United Kingdom
3,100+,Female,1970-1975,0,UK,United Kingdom
2,95--99,Female,2000-2005,0.13,UK,United Kingdom
2,Newborn,Female,1965-1970,0.983,UK,United Kingdom
1,5--9,Male,2080-2085,1,UK,United Kingdom
3,60--64,Male,1990-1995,0.89,UK,United Kingdom
1,15--19,Female,2040-2045,1,UK,United Kingdom
1,25--29,Male,2005-2010,0.996,UK,United Kingdom
1,55--59,Female,2075-2080,1,UK,United Kingdom
2,80--84,Male,2065-2070,0.841,UK,United Kingdom
2,90--94,Female,2025-2030,0.367,UK,United Kingdom
3,Newborn,Female,1960-1965,0.98,UK,United Kingdom
2,100+,Male,1990-1995,0,UK,United Kingdom
2,0--4,Male,1955-1960,0.996,UK,United Kingdom
3,35--39,Male,2090-2095,0.997,UK,United Kingdom
1,20--24,Male,2030-2035,0.999,UK,United Kingdom
3,55--59,Male,2015-2020,0.964,UK,United Kingdom
1,30--34,Female,1990-1995,0.997,UK,United Kingdom
3,85--89,Female,2085-2090,0.705,UK,United Kingdom
2,75--79,Male,2090-2095,0.97,UK,United Kingdom
2,85--89,Female,2050-2055,0.71,UK,United Kingdom
1,75--79,Female,1960-1965,0.643,UK,United Kingdom
2,95--99,Male,2015-2020,0.129,UK,United Kingdom
2,Newborn,Male,1980-1985,0.987,UK,United Kingdom
1,5--9,Female,2090-2095,1,UK,United Kingdom
3,60--64,Female,2000-2005,0.951,UK,United Kingdom
1,15--19,Male,2055-2060,1,UK,United Kingdom
1,25--29,Female,2015-2020,0.998,UK,United Kingdom
1,55--59,Male,2090-2095,1,UK,United Kingdom
2,80--84,Female,2075-2080,0.94,UK,United Kingdom
2,90--94,Male,2040-2045,0.352,UK,United Kingdom
3,Newborn,Male,1975-1980,0.984,UK,United Kingdom
2,100+,Female,2000-2005,0,UK,United Kingdom
2,0--4,Female,1965-1970,0.998,UK,United Kingdom
1,10--14,Male,2080-2085,1,UK,United Kingdom
3,65--69,Male,1990-1995,0.825,UK,United Kingdom
1,20--24,Female,2040-2045,1,UK,United Kingdom
1,30--34,Male,2005-2010,0.994,UK,United Kingdom
1,60--64,Female,2075-2080,1,UK,United Kingdom
2,85--89,Male,2065-2070,0.689,UK,United Kingdom
2,95--99,Female,2025-2030,0.184,UK,United Kingdom
3,0--4,Female,1960-1965,0.997,UK,United Kingdom
2,Newborn,Female,1990-1995,0.994,UK,United Kingdom
2,5--9,Male,1955-1960,0.998,UK,United Kingdom
3,40--44,Male,2090-2095,0.995,UK,United Kingdom
1,25--29,Male,2030-2035,0.998,UK,United Kingdom
3,60--64,Male,2015-2020,0.944,UK,United Kingdom
1,35--39,Female,1990-1995,0.995,UK,United Kingdom
3,90--94,Female,2085-2090,0.475,UK,United Kingdom
2,80--84,Male,2090-2095,0.926,UK,United Kingdom
2,90--94,Female,2050-2055,0.479,UK,United Kingdom
1,80--84,Female,1960-1965,0.484,UK,United Kingdom
2,100+,Male,2015-2020,0.06,UK,United Kingdom
2,0--4,Male,1980-1985,0.998,UK,United Kingdom
1,10--14,Female,2090-2095,1,UK,United Kingdom
3,65--69,Female,2000-2005,0.919,UK,United Kingdom
1,20--24,Male,2055-2060,1,UK,United Kingdom
1,30--34,Female,2015-2020,0.998,UK,United Kingdom
1,60--64,Male,2090-2095,1,UK,United Kingdom
2,85--89,Female,2075-2080,0.844,UK,United Kingdom
2,95--99,Male,2040-2045,0.166,UK,United Kingdom
3,0--4,Male,1975-1980,0.998,UK,United Kingdom
2,Newborn,Male,2005-2010,0.994,UK,United Kingdom
2,5--9,Female,1965-1970,0.999,UK,United Kingdom
1,15--19,Male,2080-2085,1,UK,United Kingdom
3,70--74,Male,1990-1995,0.738,UK,United Kingdom
1,25--29,Female,2040-2045,0.999,UK,United Kingdom
1,35--39,Male,2005-2010,0.992,UK,United Kingdom
1,65--69,Female,2075-2080,1,UK,United Kingdom
2,90--94,Male,2065-2070,0.455,UK,United Kingdom
2,100+,Female,2025-2030,0.08,UK,United Kingdom
3,5--9,Female,1960-1965,0.999,UK,United Kingdom
2,0--4,Female,1990-1995,0.999,UK,United Kingdom
2,10--14,Male,1955-1960,0.997,UK,United Kingdom
3,45--49,Male,2090-2095,0.993,UK,United Kingdom
1,30--34,Male,2030-2035,0.997,UK,United Kingdom
3,65--69,Male,2015-2020,0.911,UK,United Kingdom
1,40--44,Female,1990-1995,0.991,UK,United Kingdom
3,95--99,Female,2085-2090,0.243,UK,United Kingdom
2,85--89,Male,2090-2095,0.818,UK,United Kingdom
2,95--99,Female,2050-2055,0.246,UK,United Kingdom
1,85--89,Female,1960-1965,0.326,UK,United Kingdom
2,Newborn,Female,2015-2020,0.996,UK,United Kingdom
2,5--9,Male,1980-1985,0.999,UK,United Kingdom
1,15--19,Female,2090-2095,1,UK,United Kingdom
3,70--74,Female,2000-2005,0.863,UK,United Kingdom
1,25--29,Male,2055-2060,0.999,UK,United Kingdom
1,35--39,Female,2015-2020,0.996,UK,United Kingdom
1,65--69,Male,2090-2095,1,UK,United Kingdom
2,90--94,Female,2075-2080,0.636,UK,United Kingdom
2,100+,Male,2040-2045,0.067,UK,United Kingdom
3,5--9,Male,1975-1980,0.998,UK,United Kingdom
2,0--4,Male,2005-2010,0.999,UK,United Kingdom
2,10--14,Female,1965-1970,0.998,UK,United Kingdom
1,20--24,Male,2080-2085,1,UK,United Kingdom
3,75--79,Male,1990-1995,0.618,UK,United Kingdom
1,30--34,Female,2040-2045,0.999,UK,United Kingdom
1,40--44,Male,2005-2010,0.989,UK,United Kingdom
1,70--74,Female,2075-2080,1,UK,United Kingdom
2,95--99,Male,2065-2070,0.214,UK,United Kingdom
2,Newborn,Male,2030-2035,0.997,UK,United Kingdom
3,10--14,Female,1960-1965,0.998,UK,United Kingdom
2,5--9,Female,1990-1995,0.999,UK,United Kingdom
2,15--19,Male,1955-1960,0.995,UK,United Kingdom
3,50--54,Male,2090-2095,0.99,UK,United Kingdom
1,35--39,Male,2030-2035,0.996,UK,United Kingdom
3,70--74,Male,2015-2020,0.856,UK,United Kingdom
1,45--49,Female,1990-1995,0.986,UK,United Kingdom
3,100+,Female,2085-2090,0.094,UK,United Kingdom
2,90--94,Male,2090-2095,0.595,UK,United Kingdom
2,100+,Female,2050-2055,0.096,UK,United Kingdom
1,90--94,Female,1960-1965,0.193,UK,United Kingdom
2,0--4,Female,2015-2020,0.999,UK,United Kingdom
2,10--14,Male,1980-1985,0.997,UK,United Kingdom
1,20--24,Female,2090-2095,1,UK,United Kingdom
3,75--79,Female,2000-2005,0.773,UK,United Kingdom
1,30--34,Male,2055-2060,0.999,UK,United Kingdom
1,40--44,Female,2015-2020,0.994,UK,United Kingdom
1,70--74,Male,2090-2095,1,UK,United Kingdom
2,95--99,Female,2075-2080,0.346,UK,United Kingdom
2,Newborn,Female,2040-2045,0.999,UK,United Kingdom
3,10--14,Male,1975-1980,0.997,UK,United Kingdom
2,5--9,Male,2005-2010,0.999,UK,United Kingdom
2,15--19,Female,1965-1970,0.998,UK,United Kingdom
1,25--29,Male,2080-2085,1,UK,United Kingdom
3,80--84,Male,1990-1995,0.473,UK,United Kingdom
1,35--39,Female,2040-2045,0.999,UK,United Kingdom
1,45--49,Male,2005-2010,0.983,UK,United Kingdom
1,75--79,Female,2075-2080,0.999,UK,United Kingdom
2,100+,Male,2065-2070,0.073,UK,United Kingdom
2,0--4,Male,2030-2035,0.999,UK,United Kingdom
3,15--19,Female,1960-1965,0.998,UK,United Kingdom
2,10--14,Female,1990-1995,0.999,UK,United Kingdom
2,20--24,Male,1955-1960,0.995,UK,United Kingdom
3,55--59,Male,2090-2095,0.985,UK,United Kingdom
1,40--44,Male,2030-2035,0.994,UK,United Kingdom
3,75--79,Male,2015-2020,0.764,UK,United Kingdom
1,50--54,Female,1990-1995,0.977,UK,United Kingdom
3,Newborn,Male,2090-2095,0.998,UK,United Kingdom
2,95--99,Male,2090-2095,0.303,UK,United Kingdom
2,Newborn,Male,2055-2060,0.999,UK,United Kingdom
1,95--99,Female,1960-1965,0.094,UK,United Kingdom
2,5--9,Female,2015-2020,1,UK,United Kingdom
2,15--19,Male,1980-1985,0.996,UK,United Kingdom
1,25--29,Female,2090-2095,1,UK,United Kingdom
3,80--84,Female,2000-2005,0.636,UK,United Kingdom
1,35--39,Male,2055-2060,0.999,UK,United Kingdom
1,45--49,Female,2015-2020,0.991,UK,United Kingdom
1,75--79,Male,2090-2095,1,UK,United Kingdom
2,100+,Female,2075-2080,0.117,UK,United Kingdom
2,0--4,Female,2040-2045,1,UK,United Kingdom
3,15--19,Male,1975-1980,0.995,UK,United Kingdom
2,10--14,Male,2005-2010,0.999,UK,United Kingdom
2,20--24,Female,1965-1970,0.998,UK,United Kingdom
1,30--34,Male,2080-2085,1,UK,United Kingdom
3,85--89,Male,1990-1995,0.322,UK,United Kingdom
1,40--44,Female,2040-2045,0.998,UK,United Kingdom
1,50--54,Male,2005-2010,0.973,UK,United Kingdom
1,80--84,Female,2075-2080,0.996,UK,United Kingdom
2,Newborn,Female,2065-2070,1,UK,United Kingdom
2,5--9,Male,2030-2035,1,UK,United Kingdom
3,20--24,Female,1960-1965,0.997,UK,United Kingdom
2,15--19,Female,1990-1995,0.998,UK,United Kingdom
2,25--29,Male,1955-1960,0.994,UK,United Kingdom
3,60--64,Male,2090-2095,0.977,UK,United Kingdom
1,45--49,Male,2030-2035,0.992,UK,United Kingdom
3,80--84,Male,2015-2020,0.622,UK,United Kingdom
1,55--59,Female,1990-1995,0.961,UK,United Kingdom
3,0--4,Male,2090-2095,1,UK,United Kingdom
2,100+,Male,2090-2095,0.095,UK,United Kingdom
2,0--4,Male,2055-2060,1,UK,United Kingdom
1,100+,Female,1960-1965,0,UK,United Kingdom
2,10--14,Female,2015-2020,1,UK,United Kingdom
2,20--24,Male,1980-1985,0.996,UK,United Kingdom
1,30--34,Female,2090-2095,1,UK,United Kingdom
3,85--89,Female,2000-2005,0.457,UK,United Kingdom
1,40--44,Male,2055-2060,0.999,UK,United Kingdom
1,50--54,Female,2015-2020,0.986,UK,United Kingdom
1,80--84,Male,2090-2095,0.998,UK,United Kingdom
2,Newborn,Male,2080-2085,1,UK,United Kingdom
2,5--9,Female,2040-2045,1,UK,United Kingdom
3,20--24,Male,1975-1980,0.995,UK,United Kingdom
2,15--19,Male,2005-2010,0.997,UK,United Kingdom
2,25--29,Female,1965-1970,0.997,UK,United Kingdom
1,35--39,Male,2080-2085,1,UK,United Kingdom
3,90--94,Male,1990-1995,0.194,UK,United Kingdom
1,45--49,Female,2040-2045,0.997,UK,United Kingdom
1,55--59,Male,2005-2010,0.957,UK,United Kingdom
1,85--89,Female,2075-2080,0.98,UK,United Kingdom
2,0--4,Female,2065-2070,1,UK,United Kingdom
2,10--14,Male,2030-2035,1,UK,United Kingdom
3,25--29,Female,1960-1965,0.996,UK,United Kingdom
2,20--24,Female,1990-1995,0.998,UK,United Kingdom
2,30--34,Male,1955-1960,0.992,UK,United Kingdom
3,65--69,Male,2090-2095,0.963,UK,United Kingdom
1,50--54,Male,2030-2035,0.988,UK,United Kingdom
3,85--89,Male,2015-2020,0.443,UK,United Kingdom
1,60--64,Female,1990-1995,0.936,UK,United Kingdom
3,10--14,Male,2025-2030,0.999,UK,United Kingdom
2,Newborn,Female,2090-2095,1,UK,United Kingdom
2,5--9,Male,2055-2060,1,UK,United Kingdom
1,Newborn,Male,1965-1970,0.978,UK,United Kingdom
2,15--19,Female,2015-2020,0.999,UK,United Kingdom
2,25--29,Male,1980-1985,0.995,UK,United Kingdom
1,35--39,Female,2090-2095,1,UK,United Kingdom
3,80--84,Male,2040-2045,0.679,UK,United Kingdom
1,45--49,Male,2055-2060,0.998,UK,United Kingdom
1,55--59,Female,2015-2020,0.978,UK,United Kingdom
3,5--9,Male,2050-2055,1,UK,United Kingdom
2,0--4,Male,2080-2085,1,UK,United Kingdom
2,10--14,Female,2040-2045,1,UK,United Kingdom
3,25--29,Male,1975-1980,0.995,UK,United Kingdom
2,20--24,Male,2005-2010,0.996,UK,United Kingdom
2,30--34,Female,1965-1970,0.995,UK,United Kingdom
1,40--44,Male,2080-2085,1,UK,United Kingdom
3,85--89,Female,2025-2030,0.546,UK,United Kingdom
1,50--54,Female,2040-2045,0.996,UK,United Kingdom
1,60--64,Male,2005-2010,0.932,UK,United Kingdom
3,10--14,Female,2035-2040,1,UK,United Kingdom
2,5--9,Female,2065-2070,1,UK,United Kingdom
2,15--19,Male,2030-2035,0.999,UK,United Kingdom
1,Newborn,Female,1975-1980,0.987,UK,United Kingdom
2,25--29,Female,1990-1995,0.998,UK,United Kingdom
2,35--39,Male,1955-1960,0.988,UK,United Kingdom
3,70--74,Male,2090-2095,0.937,UK,United Kingdom
3,80--84,Female,2050-2055,0.777,UK,United Kingdom
3,90--94,Male,2015-2020,0.263,UK,United Kingdom
1,65--69,Female,1990-1995,0.896,UK,United Kingdom
3,15--19,Male,2025-2030,0.999,UK,United Kingdom
2,0--4,Female,2090-2095,1,UK,United Kingdom
2,10--14,Male,2055-2060,1,UK,United Kingdom
1,0--4,Male,1965-1970,0.997,UK,United Kingdom
2,20--24,Female,2015-2020,0.999,UK,United Kingdom
2,30--34,Male,1980-1985,0.994,UK,United Kingdom
1,40--44,Female,2090-2095,1,UK,United Kingdom
3,85--89,Male,2040-2045,0.5,UK,United Kingdom
1,50--54,Male,2055-2060,0.997,UK,United Kingdom
1,60--64,Female,2015-2020,0.966,UK,United Kingdom
3,10--14,Male,2050-2055,0.999,UK,United Kingdom
2,5--9,Male,2080-2085,1,UK,United Kingdom
2,15--19,Female,2040-2045,1,UK,United Kingdom
3,30--34,Male,1975-1980,0.994,UK,United Kingdom
2,25--29,Male,2005-2010,0.996,UK,United Kingdom
2,35--39,Female,1965-1970,0.992,UK,United Kingdom
1,45--49,Male,2080-2085,1,UK,United Kingdom
3,90--94,Female,2025-2030,0.34,UK,United Kingdom
1,55--59,Female,2040-2045,0.994,UK,United Kingdom
1,65--69,Male,2005-2010,0.893,UK,United Kingdom
3,15--19,Female,2035-2040,0.999,UK,United Kingdom
2,10--14,Female,2065-2070,1,UK,United Kingdom
2,20--24,Male,2030-2035,0.998,UK,United Kingdom
1,0--4,Female,1975-1980,0.998,UK,United Kingdom
2,30--34,Female,1990-1995,0.997,UK,United Kingdom
2,40--44,Male,1955-1960,0.979,UK,United Kingdom
3,75--79,Male,2090-2095,0.883,UK,United Kingdom
3,85--89,Female,2050-2055,0.61,UK,United Kingdom
3,95--99,Male,2015-2020,0.127,UK,United Kingdom
1,70--74,Female,1990-1995,0.837,UK,United Kingdom
3,20--24,Male,2025-2030,0.997,UK,United Kingdom
2,5--9,Female,2090-2095,1,UK,United Kingdom
2,15--19,Male,2055-2060,0.999,UK,United Kingdom
1,5--9,Male,1965-1970,0.998,UK,United Kingdom
2,25--29,Female,2015-2020,0.998,UK,United Kingdom
2,35--39,Male,1980-1985,0.991,UK,United Kingdom
1,45--49,Female,2090-2095,1,UK,United Kingdom
3,90--94,Male,2040-2045,0.301,UK,United Kingdom
1,55--59,Male,2055-2060,0.995,UK,United Kingdom
1,65--69,Female,2015-2020,0.946,UK,United Kingdom
3,15--19,Male,2050-2055,0.999,UK,United Kingdom
2,10--14,Male,2080-2085,1,UK,United Kingdom
2,20--24,Female,2040-2045,0.999,UK,United Kingdom
3,35--39,Male,1975-1980,0.99,UK,United Kingdom
2,30--34,Male,2005-2010,0.994,UK,United Kingdom
2,40--44,Female,1965-1970,0.986,UK,United Kingdom
1,50--54,Male,2080-2085,1,UK,United Kingdom
3,95--99,Female,2025-2030,0.172,UK,United Kingdom
1,60--64,Female,2040-2045,0.99,UK,United Kingdom
1,70--74,Male,2005-2010,0.827,UK,United Kingdom
3,20--24,Female,2035-2040,0.999,UK,United Kingdom
2,15--19,Female,2065-2070,1,UK,United Kingdom
2,25--29,Male,2030-2035,0.997,UK,United Kingdom
1,5--9,Female,1975-1980,0.999,UK,United Kingdom
2,35--39,Female,1990-1995,0.995,UK,United Kingdom
2,45--49,Male,1955-1960,0.963,UK,United Kingdom
3,80--84,Male,2090-2095,0.781,UK,United Kingdom
3,90--94,Female,2050-2055,0.391,UK,United Kingdom
3,100+,Male,2015-2020,0.059,UK,United Kingdom
1,75--79,Female,1990-1995,0.744,UK,United Kingdom
3,25--29,Male,2025-2030,0.996,UK,United Kingdom
2,10--14,Female,2090-2095,1,UK,United Kingdom
2,20--24,Male,2055-2060,0.999,UK,United Kingdom
1,10--14,Male,1965-1970,0.997,UK,United Kingdom
2,30--34,Female,2015-2020,0.997,UK,United Kingdom
2,40--44,Male,1980-1985,0.984,UK,United Kingdom
1,50--54,Female,2090-2095,1,UK,United Kingdom
3,95--99,Male,2040-2045,0.142,UK,United Kingdom
1,60--64,Male,2055-2060,0.992,UK,United Kingdom
1,70--74,Female,2015-2020,0.908,UK,United Kingdom
3,20--24,Male,2050-2055,0.998,UK,United Kingdom
2,15--19,Male,2080-2085,1,UK,United Kingdom
2,25--29,Female,2040-2045,0.999,UK,United Kingdom
3,40--44,Male,1975-1980,0.982,UK,United Kingdom
2,35--39,Male,2005-2010,0.992,UK,United Kingdom
2,45--49,Female,1965-1970,0.978,UK,United Kingdom
1,55--59,Male,2080-2085,1,UK,United Kingdom
3,100+,Female,2025-2030,0.078,UK,United Kingdom
1,65--69,Female,2040-2045,0.984,UK,United Kingdom
1,75--79,Male,2005-2010,0.722,UK,United Kingdom
3,25--29,Female,2035-2040,0.998,UK,United Kingdom
2,20--24,Female,2065-2070,1,UK,United Kingdom
2,30--34,Male,2030-2035,0.996,UK,United Kingdom
1,10--14,Female,1975-1980,0.999,UK,United Kingdom
2,40--44,Female,1990-1995,0.991,UK,United Kingdom
2,50--54,Male,1955-1960,0.935,UK,United Kingdom
3,85--89,Male,2090-2095,0.614,UK,United Kingdom
3,95--99,Female,2050-2055,0.196,UK,United Kingdom
3,Newborn,Female,2015-2020,0.996,UK,United Kingdom
1,80--84,Female,1990-1995,0.606,UK,United Kingdom
3,30--34,Male,2025-2030,0.995,UK,United Kingdom
2,15--19,Female,2090-2095,1,UK,United Kingdom
2,25--29,Male,2055-2060,0.999,UK,United Kingdom
1,15--19,Male,1965-1970,0.995,UK,United Kingdom
2,35--39,Female,2015-2020,0.996,UK,United Kingdom
2,45--49,Male,1980-1985,0.971,UK,United Kingdom
1,55--59,Female,2090-2095,1,UK,United Kingdom
3,100+,Male,2040-2045,0.062,UK,United Kingdom
1,65--69,Male,2055-2060,0.987,UK,United Kingdom
1,75--79,Female,2015-2020,0.838,UK,United Kingdom
3,25--29,Male,2050-2055,0.997,UK,United Kingdom
2,20--24,Male,2080-2085,1,UK,United Kingdom
2,30--34,Female,2040-2045,0.999,UK,United Kingdom
3,45--49,Male,1975-1980,0.967,UK,United Kingdom
2,40--44,Male,2005-2010,0.989,UK,United Kingdom
2,50--54,Female,1965-1970,0.967,UK,United Kingdom
1,60--64,Male,2080-2085,1,UK,United Kingdom
3,Newborn,Male,2030-2035,0.996,UK,United Kingdom
1,70--74,Female,2040-2045,0.971,UK,United Kingdom
1,80--84,Male,2005-2010,0.574,UK,United Kingdom
3,30--34,Female,2035-2040,0.998,UK,United Kingdom
