ssp,age,sex,period,assr,CNTR_CODE,cntr_name
2,35--39,Male,1975-1980,0.984,FR,France
2,25--29,Female,2010-2015,0.998,FR,France
2,15--19,Male,2050-2055,0.999,FR,France
2,5--9,Female,2085-2090,1,FR,France
2,60--64,Male,2020-2025,0.949,FR,France
1,15--19,Female,2065-2070,1,FR,France
2,40--44,Male,2095-2100,0.999,FR,France
2,Newborn,Female,1990-1995,0.994,FR,France
2,95--99,Female,2025-2030,0.212,FR,France
3,55--59,Female,2025-2030,0.982,FR,France
2,30--34,Male,2000-2005,0.993,FR,France
1,95--99,Male,2045-2050,0.225,FR,France
1,85--89,Female,2080-2085,0.999,FR,France
3,0--4,Female,1960-1965,0.997,FR,France
2,65--69,Female,2005-2010,0.954,FR,France
2,55--59,Male,2045-2050,0.978,FR,France
3,15--19,Male,2045-2050,0.998,FR,France
2,100+,Male,2015-2020,0.053,FR,France
2,90--94,Female,2050-2055,0.552,FR,France
2,80--84,Male,2090-2095,0.952,FR,France
2,35--39,Female,1985-1990,0.994,FR,France
2,25--29,Male,2025-2030,0.997,FR,France
2,15--19,Female,2060-2065,1,FR,France
3,5--9,Male,1950-1955,0.997,FR,France
2,70--74,Male,1995-2000,0.803,FR,France
1,15--19,Male,2080-2085,1,FR,France
2,50--54,Male,2070-2075,0.993,FR,France
2,Newborn,Male,2005-2010,0.996,FR,France
2,95--99,Male,2040-2045,0.174,FR,France
2,85--89,Female,2075-2080,0.907,FR,France
2,40--44,Male,1975-1980,0.973,FR,France
2,30--34,Female,2010-2015,0.998,FR,France
2,20--24,Male,2050-2055,0.999,FR,France
2,10--14,Female,2085-2090,1,FR,France
2,65--69,Male,2020-2025,0.93,FR,France
1,20--24,Female,2065-2070,1,FR,France
2,45--49,Male,2095-2100,0.999,FR,France
2,0--4,Female,1990-1995,0.999,FR,France
2,100+,Female,2025-2030,0.089,FR,France
3,60--64,Female,2025-2030,0.975,FR,France
2,35--39,Male,2000-2005,0.989,FR,France
1,100+,Male,2045-2050,0.07,FR,France
1,90--94,Female,2080-2085,0.993,FR,France
3,5--9,Female,1960-1965,0.999,FR,France
2,70--74,Female,2005-2010,0.922,FR,France
2,60--64,Male,2045-2050,0.972,FR,France
3,20--24,Male,2045-2050,0.998,FR,France
2,Newborn,Female,2015-2020,0.997,FR,France
2,95--99,Female,2050-2055,0.307,FR,France
2,85--89,Male,2090-2095,0.861,FR,France
2,40--44,Female,1985-1990,0.991,FR,France
2,30--34,Male,2025-2030,0.996,FR,France
2,20--24,Female,2060-2065,1,FR,France
3,10--14,Male,1950-1955,0.996,FR,France
2,75--79,Male,1995-2000,0.697,FR,France
1,20--24,Male,2080-2085,1,FR,France
2,55--59,Male,2070-2075,0.99,FR,France
2,0--4,Male,2005-2010,0.999,FR,France
2,100+,Male,2040-2045,0.056,FR,France
2,90--94,Female,2075-2080,0.743,FR,France
2,45--49,Male,1975-1980,0.958,FR,France
2,35--39,Female,2010-2015,0.996,FR,France
2,25--29,Male,2050-2055,0.999,FR,France
2,15--19,Female,2085-2090,1,FR,France
2,70--74,Male,2020-2025,0.892,FR,France
1,25--29,Female,2065-2070,1,FR,France
2,50--54,Male,2095-2100,0.998,FR,France
2,5--9,Female,1990-1995,0.999,FR,France
2,Newborn,Male,2030-2035,0.998,FR,France
3,65--69,Female,2025-2030,0.964,FR,France
2,40--44,Male,2000-2005,0.982,FR,France
1,Newborn,Female,2045-2050,1,FR,France
1,95--99,Female,2080-2085,0.887,FR,France
3,10--14,Female,1960-1965,0.998,FR,France
2,75--79,Female,2005-2010,0.857,FR,France
2,65--69,Male,2045-2050,0.963,FR,France
3,25--29,Male,2045-2050,0.997,FR,France
2,0--4,Female,2015-2020,1,FR,France
2,100+,Female,2050-2055,0.12,FR,France
2,90--94,Male,2090-2095,0.664,FR,France
2,45--49,Female,1985-1990,0.986,FR,France
2,35--39,Male,2025-2030,0.994,FR,France
2,25--29,Female,2060-2065,1,FR,France
3,15--19,Male,1950-1955,0.993,FR,France
2,80--84,Male,1995-2000,0.54,FR,France
1,25--29,Male,2080-2085,1,FR,France
2,60--64,Male,2070-2075,0.987,FR,France
2,5--9,Male,2005-2010,0.999,FR,France
2,Newborn,Female,2040-2045,0.999,FR,France
2,95--99,Female,2075-2080,0.446,FR,France
2,50--54,Male,1975-1980,0.939,FR,France
2,40--44,Female,2010-2015,0.993,FR,France
2,30--34,Male,2050-2055,0.998,FR,France
2,20--24,Female,2085-2090,1,FR,France
2,75--79,Male,2020-2025,0.82,FR,France
1,30--34,Female,2065-2070,1,FR,France
2,55--59,Male,2095-2100,0.997,FR,France
2,10--14,Female,1990-1995,0.999,FR,France
2,0--4,Male,2030-2035,1,FR,France
3,70--74,Female,2025-2030,0.941,FR,France
2,45--49,Male,2000-2005,0.972,FR,France
1,0--4,Female,2045-2050,1,FR,France
1,100+,Female,2080-2085,0.394,FR,France
3,15--19,Female,1960-1965,0.997,FR,France
2,80--84,Female,2005-2010,0.734,FR,France
2,70--74,Male,2045-2050,0.943,FR,France
3,30--34,Male,2045-2050,0.997,FR,France
2,5--9,Female,2015-2020,1,FR,France
2,Newborn,Male,2055-2060,0.999,FR,France
2,95--99,Male,2090-2095,0.347,FR,France
2,50--54,Female,1985-1990,0.98,FR,France
2,40--44,Male,2025-2030,0.991,FR,France
2,30--34,Female,2060-2065,1,FR,France
3,20--24,Male,1950-1955,0.991,FR,France
2,85--89,Male,1995-2000,0.36,FR,France
1,30--34,Male,2080-2085,1,FR,France
2,65--69,Male,2070-2075,0.984,FR,France
2,10--14,Male,2005-2010,0.999,FR,France
2,0--4,Female,2040-2045,1,FR,France
2,100+,Female,2075-2080,0.155,FR,France
2,55--59,Male,1975-1980,0.912,FR,France
2,45--49,Female,2010-2015,0.989,FR,France
2,35--39,Male,2050-2055,0.997,FR,France
2,25--29,Female,2085-2090,1,FR,France
2,80--84,Male,2020-2025,0.69,FR,France
1,35--39,Female,2065-2070,1,FR,France
2,60--64,Male,2095-2100,0.997,FR,France
2,15--19,Female,1990-1995,0.998,FR,France
2,5--9,Male,2030-2035,1,FR,France
3,75--79,Female,2025-2030,0.89,FR,France
2,50--54,Male,2000-2005,0.961,FR,France
1,5--9,Female,2045-2050,1,FR,France
1,Newborn,Male,2085-2090,1,FR,France
3,20--24,Female,1960-1965,0.996,FR,France
2,85--89,Female,2005-2010,0.543,FR,France
2,75--79,Male,2045-2050,0.898,FR,France
3,35--39,Male,2045-2050,0.995,FR,France
2,10--14,Female,2015-2020,0.999,FR,France
2,0--4,Male,2055-2060,1,FR,France
2,100+,Male,2090-2095,0.097,FR,France
2,55--59,Female,1985-1990,0.971,FR,France
2,45--49,Male,2025-2030,0.983,FR,France
2,35--39,Female,2060-2065,0.999,FR,France
3,25--29,Male,1950-1955,0.989,FR,France
2,90--94,Male,1995-2000,0.205,FR,France
1,35--39,Male,2080-2085,1,FR,France
2,70--74,Male,2070-2075,0.976,FR,France
2,15--19,Male,2005-2010,0.997,FR,France
2,5--9,Female,2040-2045,1,FR,France
2,Newborn,Male,2080-2085,1,FR,France
2,60--64,Male,1975-1980,0.871,FR,France
2,50--54,Female,2010-2015,0.984,FR,France
2,40--44,Male,2050-2055,0.995,FR,France
2,30--34,Female,2085-2090,1,FR,France
2,85--89,Male,2020-2025,0.499,FR,France
1,40--44,Female,2065-2070,1,FR,France
2,65--69,Male,2095-2100,0.996,FR,France
2,20--24,Female,1990-1995,0.998,FR,France
2,10--14,Male,2030-2035,0.999,FR,France
3,80--84,Female,2025-2030,0.779,FR,France
2,55--59,Male,2000-2005,0.946,FR,France
1,10--14,Female,2045-2050,1,FR,France
1,0--4,Male,2085-2090,1,FR,France
3,25--29,Female,1960-1965,0.995,FR,France
2,90--94,Female,2005-2010,0.338,FR,France
2,80--84,Male,2045-2050,0.801,FR,France
3,40--44,Male,2045-2050,0.991,FR,France
2,15--19,Female,2015-2020,0.999,FR,France
2,5--9,Male,2055-2060,1,FR,France
3,75--79,Female,2050-2055,0.926,FR,France
3,95--99,Female,1975-1980,0.107,FR,France
2,50--54,Male,2025-2030,0.974,FR,France
2,40--44,Female,2060-2065,0.999,FR,France
3,30--34,Male,1950-1955,0.986,FR,France
2,95--99,Male,1995-2000,0.102,FR,France
2,85--89,Female,2030-2035,0.662,FR,France
3,45--49,Female,2030-2035,0.991,FR,France
2,20--24,Male,2005-2010,0.996,FR,France
2,10--14,Female,2040-2045,1,FR,France
3,80--84,Male,2040-2045,0.72,FR,France
3,100+,Male,1965-1970,0,FR,France
2,45--49,Male,2050-2055,0.991,FR,France
2,35--39,Female,2085-2090,1,FR,France
3,25--29,Male,1975-1980,0.992,FR,France
2,90--94,Male,2020-2025,0.301,FR,France
2,80--84,Female,2055-2060,0.922,FR,France
3,40--44,Female,2055-2060,0.996,FR,France
2,25--29,Female,1990-1995,0.997,FR,France
2,15--19,Male,2030-2035,0.998,FR,France
3,85--89,Female,2025-2030,0.597,FR,France
3,Newborn,Male,1955-1960,0.96,FR,France
2,50--54,Female,2035-2040,0.991,FR,France
2,40--44,Male,2075-2080,0.998,FR,France
3,30--34,Female,1960-1965,0.993,FR,France
2,95--99,Female,2005-2010,0.151,FR,France
2,85--89,Male,2045-2050,0.624,FR,France
3,45--49,Male,2045-2050,0.985,FR,France
2,20--24,Female,2015-2020,0.999,FR,France
2,10--14,Male,2055-2060,1,FR,France
3,80--84,Female,2050-2055,0.838,FR,France
3,100+,Female,1975-1980,0,FR,France
2,55--59,Male,2025-2030,0.965,FR,France
2,45--49,Female,2060-2065,0.998,FR,France
3,35--39,Male,1950-1955,0.979,FR,France
2,100+,Male,1995-2000,0,FR,France
2,90--94,Female,2030-2035,0.436,FR,France
3,50--54,Female,2030-2035,0.987,FR,France
2,25--29,Male,2005-2010,0.995,FR,France
2,15--19,Female,2040-2045,1,FR,France
3,85--89,Male,2040-2045,0.53,FR,France
3,Newborn,Female,1965-1970,0.981,FR,France
2,50--54,Male,2050-2055,0.986,FR,France
2,40--44,Female,2085-2090,1,FR,France
3,30--34,Male,1975-1980,0.99,FR,France
2,95--99,Male,2020-2025,0.139,FR,France
2,85--89,Female,2055-2060,0.801,FR,France
3,45--49,Female,2055-2060,0.994,FR,France
2,30--34,Female,1990-1995,0.996,FR,France
2,20--24,Male,2030-2035,0.998,FR,France
3,90--94,Female,2025-2030,0.377,FR,France
3,0--4,Male,1955-1960,0.994,FR,France
2,55--59,Female,2035-2040,0.989,FR,France
2,45--49,Male,2075-2080,0.996,FR,France
3,35--39,Female,1960-1965,0.99,FR,France
2,100+,Female,2005-2010,0,FR,France
2,90--94,Male,2045-2050,0.403,FR,France
3,50--54,Male,2045-2050,0.976,FR,France
2,25--29,Female,2015-2020,0.999,FR,France
2,15--19,Male,2055-2060,0.999,FR,France
3,85--89,Female,2050-2055,0.671,FR,France
3,Newborn,Male,1980-1985,0.988,FR,France
2,60--64,Male,2025-2030,0.954,FR,France
2,50--54,Female,2060-2065,0.997,FR,France
3,40--44,Male,1950-1955,0.967,FR,France
2,Newborn,Female,1995-2000,0.995,FR,France
2,95--99,Female,2030-2035,0.228,FR,France
3,55--59,Female,2030-2035,0.983,FR,France
2,30--34,Male,2005-2010,0.994,FR,France
2,20--24,Female,2040-2045,0.999,FR,France
3,90--94,Male,2040-2045,0.325,FR,France
3,0--4,Female,1965-1970,0.997,FR,France
2,55--59,Male,2050-2055,0.981,FR,France
2,45--49,Female,2085-2090,1,FR,France
3,35--39,Male,1975-1980,0.984,FR,France
2,100+,Male,2020-2025,0.053,FR,France
2,90--94,Female,2055-2060,0.585,FR,France
3,50--54,Female,2055-2060,0.991,FR,France
2,35--39,Female,1990-1995,0.994,FR,France
2,25--29,Male,2030-2035,0.998,FR,France
3,95--99,Female,2025-2030,0.193,FR,France
3,5--9,Male,1955-1960,0.998,FR,France
2,60--64,Female,2035-2040,0.985,FR,France
2,50--54,Male,2075-2080,0.994,FR,France
3,40--44,Female,1960-1965,0.986,FR,France
2,Newborn,Male,2010-2015,0.996,FR,France
2,95--99,Male,2045-2050,0.184,FR,France
3,55--59,Male,2045-2050,0.968,FR,France
2,30--34,Female,2015-2020,0.998,FR,France
2,20--24,Male,2055-2060,0.999,FR,France
3,90--94,Female,2050-2055,0.444,FR,France
3,0--4,Male,1980-1985,0.998,FR,France
2,65--69,Male,2025-2030,0.938,FR,France
2,55--59,Female,2060-2065,0.996,FR,France
3,45--49,Male,1950-1955,0.949,FR,France
2,0--4,Female,1995-2000,0.999,FR,France
2,100+,Female,2030-2035,0.092,FR,France
3,60--64,Female,2030-2035,0.977,FR,France
2,35--39,Male,2005-2010,0.991,FR,France
2,25--29,Female,2040-2045,0.999,FR,France
3,95--99,Male,2040-2045,0.149,FR,France
3,5--9,Female,1965-1970,0.999,FR,France
2,60--64,Male,2050-2055,0.975,FR,France
2,50--54,Female,2085-2090,1,FR,France
3,40--44,Male,1975-1980,0.973,FR,France
2,Newborn,Female,2020-2025,0.998,FR,France
2,95--99,Female,2055-2060,0.333,FR,France
3,55--59,Female,2055-2060,0.988,FR,France
2,40--44,Female,1990-1995,0.991,FR,France
2,30--34,Male,2030-2035,0.997,FR,France
3,100+,Female,2025-2030,0.083,FR,France
3,10--14,Male,1955-1960,0.996,FR,France
2,65--69,Female,2035-2040,0.979,FR,France
2,55--59,Male,2075-2080,0.992,FR,France
3,45--49,Female,1960-1965,0.978,FR,France
2,0--4,Male,2010-2015,0.999,FR,France
2,100+,Male,2045-2050,0.056,FR,France
3,60--64,Male,2045-2050,0.959,FR,France
2,35--39,Female,2015-2020,0.996,FR,France
2,25--29,Male,2055-2060,0.999,FR,France
3,95--99,Female,2050-2055,0.233,FR,France
3,5--9,Male,1980-1985,0.998,FR,France
2,70--74,Male,2025-2030,0.904,FR,France
2,60--64,Female,2060-2065,0.995,FR,France
3,50--54,Male,1950-1955,0.925,FR,France
2,5--9,Female,1995-2000,0.999,FR,France
2,Newborn,Male,2035-2040,0.998,FR,France
3,65--69,Female,2030-2035,0.967,FR,France
2,40--44,Male,2005-2010,0.985,FR,France
2,30--34,Female,2040-2045,0.999,FR,France
3,100+,Male,2040-2045,0.054,FR,France
3,10--14,Female,1965-1970,0.998,FR,France
2,65--69,Male,2050-2055,0.968,FR,France
2,55--59,Female,2085-2090,0.999,FR,France
3,45--49,Male,1975-1980,0.958,FR,France
2,0--4,Female,2020-2025,1,FR,France
2,100+,Female,2055-2060,0.127,FR,France
3,60--64,Female,2055-2060,0.985,FR,France
2,45--49,Female,1990-1995,0.987,FR,France
2,35--39,Male,2030-2035,0.995,FR,France
3,Newborn,Male,2030-2035,0.997,FR,France
3,15--19,Male,1955-1960,0.994,FR,France
2,70--74,Female,2035-2040,0.966,FR,France
2,60--64,Male,2075-2080,0.99,FR,France
3,50--54,Female,1960-1965,0.968,FR,France
2,5--9,Male,2010-2015,1,FR,France
2,Newborn,Female,2045-2050,0.999,FR,France
3,65--69,Male,2045-2050,0.944,FR,France
2,40--44,Female,2015-2020,0.994,FR,France
2,30--34,Male,2055-2060,0.998,FR,France
3,100+,Female,2050-2055,0.094,FR,France
3,10--14,Male,1980-1985,0.997,FR,France
2,75--79,Male,2025-2030,0.837,FR,France
2,65--69,Female,2060-2065,0.993,FR,France
3,55--59,Male,1950-1955,0.893,FR,France
2,10--14,Female,1995-2000,0.999,FR,France
2,0--4,Male,2035-2040,1,FR,France
3,70--74,Female,2030-2035,0.946,FR,France
2,45--49,Male,2005-2010,0.975,FR,France
2,35--39,Female,2040-2045,0.998,FR,France
3,Newborn,Female,2040-2045,0.998,FR,France
3,15--19,Female,1965-1970,0.997,FR,France
2,70--74,Male,2050-2055,0.951,FR,France
2,60--64,Female,2085-2090,0.999,FR,France
3,50--54,Male,1975-1980,0.939,FR,France
2,5--9,Female,2020-2025,1,FR,France
2,Newborn,Male,2060-2065,0.999,FR,France
3,65--69,Female,2055-2060,0.979,FR,France
2,50--54,Female,1990-1995,0.982,FR,France
2,40--44,Male,2030-2035,0.991,FR,France
3,0--4,Male,2030-2035,1,FR,France
3,20--24,Male,1955-1960,0.992,FR,France
2,75--79,Female,2035-2040,0.934,FR,France
2,65--69,Male,2075-2080,0.987,FR,France
3,55--59,Female,1960-1965,0.953,FR,France
2,10--14,Male,2010-2015,0.999,FR,France
2,0--4,Female,2045-2050,1,FR,France
3,70--74,Male,2045-2050,0.913,FR,France
2,45--49,Female,2015-2020,0.99,FR,France
2,35--39,Male,2055-2060,0.997,FR,France
3,Newborn,Male,2055-2060,0.998,FR,France
3,15--19,Male,1980-1985,0.992,FR,France
2,80--84,Male,2025-2030,0.713,FR,France
2,70--74,Female,2060-2065,0.989,FR,France
3,60--64,Male,1950-1955,0.845,FR,France
2,15--19,Female,1995-2000,0.998,FR,France
2,5--9,Male,2035-2040,1,FR,France
3,75--79,Female,2030-2035,0.898,FR,France
2,50--54,Male,2005-2010,0.963,FR,France
2,40--44,Female,2040-2045,0.997,FR,France
3,0--4,Female,2040-2045,1,FR,France
3,20--24,Female,1965-1970,0.996,FR,France
2,75--79,Male,2050-2055,0.911,FR,France
2,65--69,Female,2085-2090,0.999,FR,France
3,55--59,Male,1975-1980,0.912,FR,France
2,10--14,Female,2020-2025,1,FR,France
2,0--4,Male,2060-2065,1,FR,France
3,70--74,Female,2055-2060,0.966,FR,France
2,55--59,Female,1990-1995,0.974,FR,France
2,45--49,Male,2030-2035,0.985,FR,France
3,5--9,Male,2030-2035,1,FR,France
3,25--29,Male,1955-1960,0.99,FR,France
2,80--84,Female,2035-2040,0.852,FR,France
2,70--74,Male,2075-2080,0.981,FR,France
3,60--64,Female,1960-1965,0.925,FR,France
2,15--19,Male,2010-2015,0.997,FR,France
2,5--9,Female,2045-2050,1,FR,France
3,75--79,Male,2045-2050,0.851,FR,France
2,50--54,Female,2015-2020,0.985,FR,France
2,40--44,Male,2055-2060,0.996,FR,France
3,0--4,Male,2055-2060,1,FR,France
3,20--24,Male,1980-1985,0.992,FR,France
2,85--89,Male,2025-2030,0.524,FR,France
2,75--79,Female,2060-2065,0.977,FR,France
3,65--69,Male,1950-1955,0.771,FR,France
2,20--24,Female,1995-2000,0.998,FR,France
2,10--14,Male,2035-2040,0.999,FR,France
3,80--84,Female,2030-2035,0.792,FR,France
2,55--59,Male,2005-2010,0.95,FR,France
2,45--49,Female,2040-2045,0.995,FR,France
3,5--9,Female,2040-2045,1,FR,France
3,25--29,Female,1965-1970,0.996,FR,France
2,80--84,Male,2050-2055,0.821,FR,France
2,70--74,Female,2085-2090,0.999,FR,France
3,60--64,Male,1975-1980,0.871,FR,France
2,15--19,Female,2020-2025,0.999,FR,France
2,5--9,Male,2060-2065,1,FR,France
3,75--79,Female,2055-2060,0.932,FR,France
2,60--64,Female,1990-1995,0.961,FR,France
2,50--54,Male,2030-2035,0.976,FR,France
3,10--14,Male,2030-2035,0.999,FR,France
3,30--34,Male,1955-1960,0.987,FR,France
2,85--89,Female,2035-2040,0.69,FR,France
2,75--79,Male,2075-2080,0.962,FR,France
3,65--69,Female,1960-1965,0.875,FR,France
2,20--24,Male,2010-2015,0.996,FR,France
2,10--14,Female,2045-2050,1,FR,France
3,80--84,Male,2045-2050,0.732,FR,France
2,55--59,Female,2015-2020,0.98,FR,France
2,45--49,Male,2055-2060,0.992,FR,France
3,5--9,Male,2055-2060,1,FR,France
3,25--29,Male,1980-1985,0.992,FR,France
2,90--94,Male,2025-2030,0.32,FR,France
2,80--84,Female,2060-2065,0.937,FR,France
3,70--74,Male,1950-1955,0.66,FR,France
2,25--29,Female,1995-2000,0.997,FR,France
2,15--19,Male,2035-2040,0.999,FR,France
3,85--89,Female,2030-2035,0.611,FR,France
2,60--64,Male,2005-2010,0.931,FR,France
2,50--54,Female,2040-2045,0.993,FR,France
3,10--14,Female,2040-2045,1,FR,France
3,30--34,Female,1965-1970,0.994,FR,France
2,85--89,Male,2050-2055,0.649,FR,France
2,75--79,Female,2085-2090,0.997,FR,France
3,65--69,Male,1975-1980,0.807,FR,France
2,20--24,Female,2020-2025,0.999,FR,France
2,10--14,Male,2060-2065,1,FR,France
3,80--84,Female,2055-2060,0.849,FR,France
2,65--69,Female,1990-1995,0.938,FR,France
2,55--59,Male,2030-2035,0.968,FR,France
3,15--19,Male,2030-2035,0.998,FR,France
3,35--39,Male,1955-1960,0.981,FR,France
2,90--94,Female,2035-2040,0.463,FR,France
2,80--84,Male,2075-2080,0.91,FR,France
3,70--74,Female,1960-1965,0.789,FR,France
2,25--29,Male,2010-2015,0.996,FR,France
2,15--19,Female,2045-2050,1,FR,France
3,85--89,Male,2045-2050,0.544,FR,France
2,60--64,Female,2015-2020,0.973,FR,France
2,50--54,Male,2055-2060,0.988,FR,France
3,10--14,Male,2055-2060,0.999,FR,France
3,30--34,Male,1980-1985,0.99,FR,France
2,95--99,Male,2025-2030,0.147,FR,France
2,85--89,Female,2060-2065,0.828,FR,France
3,75--79,Male,1950-1955,0.516,FR,France
2,30--34,Female,1995-2000,0.996,FR,France
2,20--24,Male,2035-2040,0.998,FR,France
3,90--94,Female,2030-2035,0.39,FR,France
2,65--69,Male,2005-2010,0.9,FR,France
2,55--59,Female,2040-2045,0.99,FR,France
3,15--19,Female,2040-2045,0.999,FR,France
3,35--39,Female,1965-1970,0.991,FR,France
2,90--94,Male,2050-2055,0.426,FR,France
2,80--84,Female,2085-2090,0.988,FR,France
3,70--74,Male,1975-1980,0.714,FR,France
2,25--29,Female,2020-2025,0.999,FR,France
2,15--19,Male,2060-2065,0.999,FR,France
3,85--89,Female,2055-2060,0.686,FR,France
2,70--74,Female,1990-1995,0.892,FR,France
2,60--64,Male,2030-2035,0.959,FR,France
3,20--24,Male,2030-2035,0.997,FR,France
3,40--44,Male,1955-1960,0.971,FR,France
2,95--99,Female,2035-2040,0.245,FR,France
2,85--89,Male,2075-2080,0.783,FR,France
3,75--79,Female,1960-1965,0.655,FR,France
2,30--34,Male,2010-2015,0.995,FR,France
2,20--24,Female,2045-2050,1,FR,France
3,90--94,Male,2045-2050,0.335,FR,France
2,65--69,Female,2015-2020,0.961,FR,France
2,55--59,Male,2055-2060,0.983,FR,France
3,15--19,Male,2055-2060,0.998,FR,France
3,35--39,Male,1980-1985,0.985,FR,France
2,100+,Male,2025-2030,0.054,FR,France
2,90--94,Female,2060-2065,0.62,FR,France
3,80--84,Male,1950-1955,0.353,FR,France
2,35--39,Female,1995-2000,0.994,FR,France
2,25--29,Male,2035-2040,0.998,FR,France
3,95--99,Female,2030-2035,0.2,FR,France
2,70--74,Male,2005-2010,0.845,FR,France
2,60--64,Female,2040-2045,0.987,FR,France
3,20--24,Female,2040-2045,0.999,FR,France
3,40--44,Female,1965-1970,0.986,FR,France
2,95--99,Male,2050-2055,0.194,FR,France
2,85--89,Female,2085-2090,0.95,FR,France
3,75--79,Male,1975-1980,0.592,FR,France
2,30--34,Female,2020-2025,0.998,FR,France
2,20--24,Male,2060-2065,0.999,FR,France
3,90--94,Female,2055-2060,0.458,FR,France
2,75--79,Female,1990-1995,0.803,FR,France
2,65--69,Male,2030-2035,0.945,FR,France
3,25--29,Male,2030-2035,0.997,FR,France
3,45--49,Male,1955-1960,0.954,FR,France
2,100+,Female,2035-2040,0.097,FR,France
2,90--94,Male,2075-2080,0.559,FR,France
3,80--84,Female,1960-1965,0.486,FR,France
2,35--39,Male,2010-2015,0.992,FR,France
2,25--29,Female,2045-2050,0.999,FR,France
3,95--99,Male,2045-2050,0.154,FR,France
2,70--74,Female,2015-2020,0.936,FR,France
2,60--64,Male,2055-2060,0.979,FR,France
3,20--24,Male,2055-2060,0.998,FR,France
3,40--44,Male,1980-1985,0.976,FR,France
2,Newborn,Female,2025-2030,0.998,FR,France
2,95--99,Female,2060-2065,0.361,FR,France
3,85--89,Male,1950-1955,0.21,FR,France
2,40--44,Female,1995-2000,0.991,FR,France
2,30--34,Male,2035-2040,0.997,FR,France
3,100+,Female,2030-2035,0.083,FR,France
