ssp,age,sex,year,pop,CNTR_CODE,cntr_name
1,65--69,Male,2020,26.6,CY,Cyprus
2,95--99,Male,1975,0,CY,Cyprus
1,80--84,Male,2075,58,CY,Cyprus
2,All,Female,1950,250.4,CY,Cyprus
2,10--14,Female,2005,36.3,CY,Cyprus
2,35--39,Female,2035,42.9,CY,Cyprus
1,15--19,Female,2055,26.2,CY,Cyprus
3,75--79,Female,1965,4,CY,Cyprus
3,All,Both,2080,1288.2,CY,Cyprus
3,100+,Female,1995,0,CY,Cyprus
1,70--74,Female,2010,17.5,CY,Cyprus
2,100+,Female,1965,0,CY,Cyprus
1,0--4,Both,2100,37.1,CY,Cyprus
3,25--29,Both,2005,88.6,CY,Cyprus
3,50--54,Both,2035,94.7,CY,Cyprus
1,10--14,Both,2075,47.5,CY,Cyprus
1,20--24,Both,2050,63.6,CY,Cyprus
2,50--54,Both,2005,61,CY,Cyprus
2,75--79,Both,2035,51.1,CY,Cyprus
3,All,Male,1990,388.6,CY,Cyprus
1,75--79,Both,2005,21.4,CY,Cyprus
2,95--99,Both,1985,0.2,CY,Cyprus
3,30--34,Male,1995,34.2,CY,Cyprus
2,All,Male,1960,281.7,CY,Cyprus
2,10--14,Male,2015,33.6,CY,Cyprus
3,70--74,Male,2080,29.9,CY,Cyprus
1,15--19,Male,2065,28.3,CY,Cyprus
3,90--94,Male,2030,1.8,CY,Cyprus
2,80--84,Male,2025,10.5,CY,Cyprus
1,75--79,Male,2100,42.7,CY,Cyprus
1,70--74,Male,2020,21.5,CY,Cyprus
2,100+,Male,1975,0,CY,Cyprus
1,85--89,Male,2075,48.4,CY,Cyprus
2,0--4,Female,1950,32.3,CY,Cyprus
2,15--19,Female,2005,37.2,CY,Cyprus
2,40--44,Female,2035,54.3,CY,Cyprus
1,20--24,Female,2055,28,CY,Cyprus
3,80--84,Female,1965,1.8,CY,Cyprus
3,0--4,Both,2080,74.8,CY,Cyprus
3,All,Both,2000,943.3,CY,Cyprus
1,75--79,Female,2010,13.5,CY,Cyprus
2,All,Both,1970,613.6,CY,Cyprus
1,5--9,Both,2100,39.7,CY,Cyprus
3,30--34,Both,2005,78.1,CY,Cyprus
3,55--59,Both,2035,84.5,CY,Cyprus
1,15--19,Both,2075,50.9,CY,Cyprus
1,25--29,Both,2050,73.7,CY,Cyprus
2,55--59,Both,2005,53.7,CY,Cyprus
2,80--84,Both,2035,35.8,CY,Cyprus
3,0--4,Male,1990,36.4,CY,Cyprus
1,80--84,Both,2005,14.2,CY,Cyprus
2,100+,Both,1985,0,CY,Cyprus
3,35--39,Male,1995,32.8,CY,Cyprus
2,0--4,Male,1960,38.4,CY,Cyprus
2,15--19,Male,2015,40.1,CY,Cyprus
3,75--79,Male,2080,26.9,CY,Cyprus
1,20--24,Male,2065,29.1,CY,Cyprus
3,95--99,Male,2030,0.3,CY,Cyprus
3,80--84,Male,1975,3.2,CY,Cyprus
1,80--84,Male,2100,43.6,CY,Cyprus
1,75--79,Male,2020,14.7,CY,Cyprus
3,5--9,Female,1980,26.3,CY,Cyprus
1,90--94,Male,2075,32,CY,Cyprus
2,5--9,Female,1950,26.1,CY,Cyprus
2,20--24,Female,2005,44.6,CY,Cyprus
2,45--49,Female,2035,52.8,CY,Cyprus
1,25--29,Female,2055,32.6,CY,Cyprus
3,85--89,Female,1965,0.6,CY,Cyprus
3,5--9,Both,2080,72.3,CY,Cyprus
3,0--4,Both,2000,68.1,CY,Cyprus
1,80--84,Female,2010,9.9,CY,Cyprus
2,0--4,Both,1970,59,CY,Cyprus
1,10--14,Both,2100,42.1,CY,Cyprus
3,35--39,Both,2005,72.9,CY,Cyprus
3,60--64,Both,2035,74.2,CY,Cyprus
1,20--24,Both,2075,55.1,CY,Cyprus
1,30--34,Both,2050,79.7,CY,Cyprus
2,60--64,Both,2005,42.8,CY,Cyprus
2,85--89,Both,2035,21.5,CY,Cyprus
3,5--9,Male,1990,34.4,CY,Cyprus
1,85--89,Both,2005,7.1,CY,Cyprus
2,All,Male,1985,355.5,CY,Cyprus
3,40--44,Male,1995,29.4,CY,Cyprus
2,5--9,Male,1960,34.9,CY,Cyprus
2,20--24,Male,2015,57.9,CY,Cyprus
3,80--84,Male,2080,26.8,CY,Cyprus
1,25--29,Male,2065,31,CY,Cyprus
3,100+,Male,2030,0,CY,Cyprus
3,85--89,Male,1975,1.8,CY,Cyprus
1,85--89,Male,2100,41.5,CY,Cyprus
1,80--84,Male,2020,9.2,CY,Cyprus
3,10--14,Female,1980,27.9,CY,Cyprus
1,95--99,Male,2075,17.7,CY,Cyprus
2,10--14,Female,1950,24.9,CY,Cyprus
2,25--29,Female,2005,41.5,CY,Cyprus
2,50--54,Female,2035,49.5,CY,Cyprus
1,30--34,Female,2055,37.2,CY,Cyprus
3,90--94,Female,1965,0.2,CY,Cyprus
3,10--14,Both,2080,71,CY,Cyprus
3,5--9,Both,2000,72.8,CY,Cyprus
1,85--89,Female,2010,4.8,CY,Cyprus
2,5--9,Both,1970,63.9,CY,Cyprus
1,15--19,Both,2100,44.1,CY,Cyprus
3,40--44,Both,2005,73.6,CY,Cyprus
3,65--69,Both,2035,68.1,CY,Cyprus
1,25--29,Both,2075,60.1,CY,Cyprus
1,35--39,Both,2050,79.9,CY,Cyprus
2,65--69,Both,2005,36.6,CY,Cyprus
2,90--94,Both,2035,8.6,CY,Cyprus
3,10--14,Male,1990,30.3,CY,Cyprus
1,90--94,Both,2005,2.5,CY,Cyprus
2,0--4,Male,1985,33.4,CY,Cyprus
3,45--49,Male,1995,25.9,CY,Cyprus
2,10--14,Male,1960,34.2,CY,Cyprus
2,25--29,Male,2015,55.3,CY,Cyprus
3,85--89,Male,2080,26.5,CY,Cyprus
1,30--34,Male,2065,34,CY,Cyprus
3,All,Female,2030,632.3,CY,Cyprus
3,90--94,Male,1975,0.2,CY,Cyprus
1,90--94,Male,2100,38.3,CY,Cyprus
1,85--89,Male,2020,4.4,CY,Cyprus
3,15--19,Female,1980,29.1,CY,Cyprus
1,100+,Male,2075,7.6,CY,Cyprus
2,15--19,Female,1950,22.9,CY,Cyprus
2,30--34,Female,2005,38.2,CY,Cyprus
2,55--59,Female,2035,44.6,CY,Cyprus
1,35--39,Female,2055,39.6,CY,Cyprus
3,95--99,Female,1965,0,CY,Cyprus
3,15--19,Both,2080,72.3,CY,Cyprus
3,10--14,Both,2000,70.5,CY,Cyprus
1,90--94,Female,2010,1.8,CY,Cyprus
2,10--14,Both,1970,67.1,CY,Cyprus
1,20--24,Both,2100,46.3,CY,Cyprus
3,45--49,Both,2005,69.4,CY,Cyprus
3,70--74,Both,2035,60,CY,Cyprus
1,30--34,Both,2075,63.5,CY,Cyprus
1,40--44,Both,2050,79,CY,Cyprus
2,70--74,Both,2005,28.5,CY,Cyprus
2,95--99,Both,2035,2.3,CY,Cyprus
3,15--19,Male,1990,29.8,CY,Cyprus
1,95--99,Both,2005,0.4,CY,Cyprus
2,5--9,Male,1985,28.7,CY,Cyprus
3,50--54,Male,1995,22.3,CY,Cyprus
2,15--19,Male,1960,23.4,CY,Cyprus
2,30--34,Male,2015,46.9,CY,Cyprus
3,90--94,Male,2080,12.8,CY,Cyprus
1,35--39,Male,2065,38.1,CY,Cyprus
3,0--4,Female,2030,36.5,CY,Cyprus
3,95--99,Male,1975,0,CY,Cyprus
1,95--99,Male,2100,32.8,CY,Cyprus
1,90--94,Male,2020,1.4,CY,Cyprus
3,20--24,Female,1980,33.1,CY,Cyprus
1,All,Female,2075,707,CY,Cyprus
2,20--24,Female,1950,21.9,CY,Cyprus
2,35--39,Female,2005,36.5,CY,Cyprus
2,60--64,Female,2035,39.3,CY,Cyprus
1,40--44,Female,2055,39.3,CY,Cyprus
3,100+,Female,1965,0,CY,Cyprus
3,20--24,Both,2080,75,CY,Cyprus
3,15--19,Both,2000,76.9,CY,Cyprus
1,95--99,Female,2010,0.4,CY,Cyprus
2,15--19,Both,1970,58,CY,Cyprus
1,25--29,Both,2100,49.9,CY,Cyprus
3,50--54,Both,2005,61,CY,Cyprus
3,75--79,Both,2035,48.2,CY,Cyprus
1,35--39,Both,2075,65.7,CY,Cyprus
1,45--49,Both,2050,78.1,CY,Cyprus
2,75--79,Both,2005,21.4,CY,Cyprus
2,100+,Both,2035,0.4,CY,Cyprus
3,20--24,Male,1990,36.7,CY,Cyprus
1,100+,Both,2005,0,CY,Cyprus
2,10--14,Male,1985,28.4,CY,Cyprus
3,55--59,Male,1995,18.4,CY,Cyprus
2,20--24,Male,1960,22.6,CY,Cyprus
2,35--39,Male,2015,42,CY,Cyprus
3,95--99,Male,2080,3.3,CY,Cyprus
1,40--44,Male,2065,42,CY,Cyprus
3,5--9,Female,2030,38.3,CY,Cyprus
3,100+,Male,1975,0,CY,Cyprus
1,100+,Male,2100,45.5,CY,Cyprus
1,95--99,Male,2020,0.2,CY,Cyprus
3,25--29,Female,1980,29.2,CY,Cyprus
1,0--4,Female,2075,20.6,CY,Cyprus
2,25--29,Female,1950,19.3,CY,Cyprus
2,40--44,Female,2005,36.5,CY,Cyprus
2,65--69,Female,2035,36.6,CY,Cyprus
1,45--49,Female,2055,38.6,CY,Cyprus
3,All,Both,1970,613.6,CY,Cyprus
3,25--29,Both,2080,76.3,CY,Cyprus
3,20--24,Both,2000,83.1,CY,Cyprus
1,100+,Female,2010,0,CY,Cyprus
2,20--24,Both,1970,50.8,CY,Cyprus
1,30--34,Both,2100,53.7,CY,Cyprus
3,55--59,Both,2005,53.7,CY,Cyprus
3,80--84,Both,2035,32.6,CY,Cyprus
1,40--44,Both,2075,69.4,CY,Cyprus
1,50--54,Both,2050,90.4,CY,Cyprus
2,80--84,Both,2005,14.2,CY,Cyprus
2,All,Male,2035,661,CY,Cyprus
3,25--29,Male,1990,33.5,CY,Cyprus
1,All,Male,2005,521.9,CY,Cyprus
2,15--19,Male,1985,30.1,CY,Cyprus
3,60--64,Male,1995,15.1,CY,Cyprus
2,25--29,Male,1960,17.8,CY,Cyprus
2,40--44,Male,2015,37.8,CY,Cyprus
3,100+,Male,2080,0.5,CY,Cyprus
1,45--49,Male,2065,43.6,CY,Cyprus
3,10--14,Female,2030,36.6,CY,Cyprus
3,All,Female,1975,325.5,CY,Cyprus
1,All,Female,2100,677.6,CY,Cyprus
1,100+,Male,2020,0,CY,Cyprus
3,30--34,Female,1980,26,CY,Cyprus
1,5--9,Female,2075,21.6,CY,Cyprus
2,30--34,Female,1950,17.2,CY,Cyprus
2,45--49,Female,2005,35,CY,Cyprus
2,70--74,Female,2035,31.7,CY,Cyprus
1,50--54,Female,2055,37.9,CY,Cyprus
3,0--4,Both,1970,59,CY,Cyprus
3,30--34,Both,2080,74.1,CY,Cyprus
3,25--29,Both,2000,75.2,CY,Cyprus
1,All,Both,2015,1160.9,CY,Cyprus
2,25--29,Both,1970,41.6,CY,Cyprus
1,35--39,Both,2100,57.8,CY,Cyprus
3,60--64,Both,2005,42.8,CY,Cyprus
3,85--89,Both,2035,18.5,CY,Cyprus
1,45--49,Both,2075,75.7,CY,Cyprus
1,55--59,Both,2050,117.6,CY,Cyprus
2,85--89,Both,2005,7.1,CY,Cyprus
2,0--4,Male,2035,30.9,CY,Cyprus
3,30--34,Male,1990,31.6,CY,Cyprus
1,0--4,Male,2005,31.7,CY,Cyprus
2,20--24,Male,1985,36.2,CY,Cyprus
3,65--69,Male,1995,12.7,CY,Cyprus
2,30--34,Male,1960,16.9,CY,Cyprus
2,45--49,Male,2015,36.2,CY,Cyprus
3,All,Female,2080,641.1,CY,Cyprus
1,50--54,Male,2065,42.7,CY,Cyprus
3,15--19,Female,2030,32.5,CY,Cyprus
3,0--4,Female,1975,28.7,CY,Cyprus
1,0--4,Female,2100,17.9,CY,Cyprus
1,All,Female,2020,600.9,CY,Cyprus
3,35--39,Female,1980,23.2,CY,Cyprus
1,10--14,Female,2075,22.9,CY,Cyprus
2,35--39,Female,1950,15.8,CY,Cyprus
2,50--54,Female,2005,30.4,CY,Cyprus
2,75--79,Female,2035,27.4,CY,Cyprus
1,55--59,Female,2055,43.9,CY,Cyprus
3,5--9,Both,1970,63.9,CY,Cyprus
3,35--39,Both,2080,70,CY,Cyprus
3,30--34,Both,2000,70.3,CY,Cyprus
1,0--4,Both,2015,65.9,CY,Cyprus
2,30--34,Both,1970,37.6,CY,Cyprus
1,40--44,Both,2100,62.2,CY,Cyprus
3,65--69,Both,2005,36.6,CY,Cyprus
3,90--94,Both,2035,6.9,CY,Cyprus
1,50--54,Both,2075,82.3,CY,Cyprus
1,60--64,Both,2050,110.6,CY,Cyprus
2,90--94,Both,2005,2.5,CY,Cyprus
2,5--9,Male,2035,34.4,CY,Cyprus
3,35--39,Male,1990,28,CY,Cyprus
1,5--9,Male,2005,35.7,CY,Cyprus
2,25--29,Male,1985,32.2,CY,Cyprus
3,70--74,Male,1995,10.3,CY,Cyprus
2,35--39,Male,1960,15.4,CY,Cyprus
2,50--54,Male,2015,36,CY,Cyprus
3,0--4,Female,2080,36.1,CY,Cyprus
1,55--59,Male,2065,41.6,CY,Cyprus
3,20--24,Female,2030,32,CY,Cyprus
3,5--9,Female,1975,28.9,CY,Cyprus
1,5--9,Female,2100,19.2,CY,Cyprus
1,0--4,Female,2020,32.6,CY,Cyprus
3,40--44,Female,1980,19.8,CY,Cyprus
1,15--19,Female,2075,24.6,CY,Cyprus
2,40--44,Female,1950,14.6,CY,Cyprus
2,55--59,Female,2005,27.4,CY,Cyprus
2,80--84,Female,2035,19.9,CY,Cyprus
1,60--64,Female,2055,54.5,CY,Cyprus
3,10--14,Both,1970,67.1,CY,Cyprus
3,40--44,Both,2080,67.3,CY,Cyprus
3,35--39,Both,2000,69.2,CY,Cyprus
1,5--9,Both,2015,65.4,CY,Cyprus
2,35--39,Both,1970,34.6,CY,Cyprus
1,45--49,Both,2100,65.9,CY,Cyprus
3,70--74,Both,2005,28.5,CY,Cyprus
3,95--99,Both,2035,1.7,CY,Cyprus
1,55--59,Both,2075,85,CY,Cyprus
1,65--69,Both,2050,95.9,CY,Cyprus
2,95--99,Both,2005,0.4,CY,Cyprus
2,10--14,Male,2035,37.4,CY,Cyprus
3,40--44,Male,1990,24.9,CY,Cyprus
1,10--14,Male,2005,38.4,CY,Cyprus
2,30--34,Male,1985,28.1,CY,Cyprus
3,75--79,Male,1995,7.3,CY,Cyprus
2,40--44,Male,1960,14.9,CY,Cyprus
2,55--59,Male,2015,32.3,CY,Cyprus
3,5--9,Female,2080,35,CY,Cyprus
1,60--64,Male,2065,40.6,CY,Cyprus
3,25--29,Female,2030,31.6,CY,Cyprus
3,10--14,Female,1975,29.7,CY,Cyprus
1,10--14,Female,2100,20.3,CY,Cyprus
1,5--9,Female,2020,32.6,CY,Cyprus
3,45--49,Female,1980,17.6,CY,Cyprus
1,20--24,Female,2075,26.6,CY,Cyprus
2,45--49,Female,1950,12.3,CY,Cyprus
2,60--64,Female,2005,22,CY,Cyprus
2,85--89,Female,2035,13.1,CY,Cyprus
1,65--69,Female,2055,52.4,CY,Cyprus
3,15--19,Both,1970,58,CY,Cyprus
3,45--49,Both,2080,68.9,CY,Cyprus
3,40--44,Both,2000,67,CY,Cyprus
1,10--14,Both,2015,64.9,CY,Cyprus
2,40--44,Both,1970,32.5,CY,Cyprus
1,50--54,Both,2100,67.9,CY,Cyprus
3,75--79,Both,2005,21.4,CY,Cyprus
3,100+,Both,2035,0.2,CY,Cyprus
1,60--64,Both,2075,82.9,CY,Cyprus
1,70--74,Both,2050,83.1,CY,Cyprus
2,100+,Both,2005,0,CY,Cyprus
2,15--19,Male,2035,37.7,CY,Cyprus
3,45--49,Male,1990,21.8,CY,Cyprus
1,15--19,Male,2005,40.9,CY,Cyprus
2,35--39,Male,1985,25.1,CY,Cyprus
3,80--84,Male,1995,5.7,CY,Cyprus
2,45--49,Male,1960,14,CY,Cyprus
2,60--64,Male,2015,28.2,CY,Cyprus
3,10--14,Female,2080,34.3,CY,Cyprus
1,65--69,Male,2065,46.1,CY,Cyprus
3,30--34,Female,2030,38.8,CY,Cyprus
3,15--19,Female,1975,29.1,CY,Cyprus
1,15--19,Female,2100,21.3,CY,Cyprus
1,10--14,Female,2020,32.1,CY,Cyprus
3,50--54,Female,1980,16.6,CY,Cyprus
1,25--29,Female,2075,29,CY,Cyprus
2,50--54,Female,1950,11.3,CY,Cyprus
2,65--69,Female,2005,19.2,CY,Cyprus
2,90--94,Female,2035,5.9,CY,Cyprus
1,70--74,Female,2055,48.3,CY,Cyprus
3,20--24,Both,1970,50.8,CY,Cyprus
3,50--54,Both,2080,74.4,CY,Cyprus
3,45--49,Both,2000,58.8,CY,Cyprus
1,15--19,Both,2015,77.9,CY,Cyprus
2,45--49,Both,1970,29.5,CY,Cyprus
1,55--59,Both,2100,68.5,CY,Cyprus
3,80--84,Both,2005,14.2,CY,Cyprus
3,All,Male,2035,643.7,CY,Cyprus
1,65--69,Both,2075,80.4,CY,Cyprus
1,75--79,Both,2050,69.8,CY,Cyprus
2,All,Male,2005,521.9,CY,Cyprus
2,20--24,Male,2035,36.2,CY,Cyprus
3,50--54,Male,1990,18.1,CY,Cyprus
1,20--24,Male,2005,53.1,CY,Cyprus
2,40--44,Male,1985,21.3,CY,Cyprus
3,85--89,Male,1995,2.2,CY,Cyprus
2,50--54,Male,1960,13,CY,Cyprus
2,65--69,Male,2015,23.9,CY,Cyprus
3,15--19,Female,2080,34.9,CY,Cyprus
1,70--74,Male,2065,61.3,CY,Cyprus
3,35--39,Female,2030,51.1,CY,Cyprus
3,20--24,Female,1975,29.2,CY,Cyprus
1,20--24,Female,2100,22.3,CY,Cyprus
1,15--19,Female,2020,31.5,CY,Cyprus
3,55--59,Female,1980,14.3,CY,Cyprus
1,30--34,Female,2075,30.6,CY,Cyprus
2,55--59,Female,1950,8.6,CY,Cyprus
2,70--74,Female,2005,15.4,CY,Cyprus
2,95--99,Female,2035,1.8,CY,Cyprus
1,75--79,Female,2055,42.3,CY,Cyprus
3,25--29,Both,1970,41.6,CY,Cyprus
3,55--59,Both,2080,77.5,CY,Cyprus
3,50--54,Both,2000,52.9,CY,Cyprus
1,20--24,Both,2015,107.6,CY,Cyprus
2,50--54,Both,1970,26.4,CY,Cyprus
1,60--64,Both,2100,68.7,CY,Cyprus
3,85--89,Both,2005,7.1,CY,Cyprus
3,0--4,Male,2035,35.9,CY,Cyprus
1,70--74,Both,2075,78.1,CY,Cyprus
1,80--84,Both,2050,59.1,CY,Cyprus
2,0--4,Male,2005,31.7,CY,Cyprus
2,25--29,Male,2035,37.4,CY,Cyprus
3,55--59,Male,1990,15.6,CY,Cyprus
1,25--29,Male,2005,47,CY,Cyprus
2,45--49,Male,1985,18.4,CY,Cyprus
3,90--94,Male,1995,0.5,CY,Cyprus
2,55--59,Male,1960,10.2,CY,Cyprus
2,70--74,Male,2015,17.8,CY,Cyprus
3,20--24,Female,2080,36.3,CY,Cyprus
1,75--79,Male,2065,54.7,CY,Cyprus
3,40--44,Female,2030,50.7,CY,Cyprus
3,25--29,Female,1975,25.2,CY,Cyprus
1,25--29,Female,2100,24.1,CY,Cyprus
1,20--24,Female,2020,38.5,CY,Cyprus
3,60--64,Female,1980,13.4,CY,Cyprus
1,35--39,Female,2075,31.6,CY,Cyprus
2,60--64,Female,1950,7.8,CY,Cyprus
2,75--79,Female,2005,12.2,CY,Cyprus
2,100+,Female,2035,0.3,CY,Cyprus
1,80--84,Female,2055,35.1,CY,Cyprus
3,30--34,Both,1970,37.6,CY,Cyprus
3,60--64,Both,2080,73.1,CY,Cyprus
3,55--59,Both,2000,45.9,CY,Cyprus
1,25--29,Both,2015,105,CY,Cyprus
2,55--59,Both,1970,26.4,CY,Cyprus
1,65--69,Both,2100,71.2,CY,Cyprus
3,90--94,Both,2005,2.5,CY,Cyprus
3,5--9,Male,2035,39,CY,Cyprus
1,75--79,Both,2075,88.4,CY,Cyprus
1,85--89,Both,2050,44.5,CY,Cyprus
2,5--9,Male,2005,35.7,CY,Cyprus
2,30--34,Male,2035,38.3,CY,Cyprus
3,60--64,Male,1990,13.1,CY,Cyprus
1,30--34,Male,2005,39.9,CY,Cyprus
2,50--54,Male,1985,16,CY,Cyprus
3,95--99,Male,1995,0.1,CY,Cyprus
2,60--64,Male,1960,9.4,CY,Cyprus
2,75--79,Male,2015,12.9,CY,Cyprus
3,25--29,Female,2080,36.9,CY,Cyprus
1,80--84,Male,2065,41.9,CY,Cyprus
3,45--49,Female,2030,48.3,CY,Cyprus
3,30--34,Female,1975,22.7,CY,Cyprus
1,30--34,Female,2100,25.9,CY,Cyprus
1,25--29,Female,2020,51.2,CY,Cyprus
3,65--69,Female,1980,11.7,CY,Cyprus
1,40--44,Female,2075,33.4,CY,Cyprus
2,65--69,Female,1950,6,CY,Cyprus
2,80--84,Female,2005,8,CY,Cyprus
2,All,Both,2040,1343.7,CY,Cyprus
1,85--89,Female,2055,29,CY,Cyprus
3,35--39,Both,1970,34.6,CY,Cyprus
3,65--69,Both,2080,63.2,CY,Cyprus
3,60--64,Both,2000,36.3,CY,Cyprus
1,30--34,Both,2015,94.7,CY,Cyprus
2,60--64,Both,1970,24.4,CY,Cyprus
1,70--74,Both,2100,76.7,CY,Cyprus
3,95--99,Both,2005,0.4,CY,Cyprus
3,10--14,Male,2035,40.9,CY,Cyprus
1,80--84,Both,2075,110.7,CY,Cyprus
1,90--94,Both,2050,26.8,CY,Cyprus
2,10--14,Male,2005,38.4,CY,Cyprus
2,35--39,Male,2035,45.5,CY,Cyprus
3,65--69,Male,1990,11.6,CY,Cyprus
1,35--39,Male,2005,36.4,CY,Cyprus
2,55--59,Male,1985,14,CY,Cyprus
3,100+,Male,1995,0,CY,Cyprus
2,65--69,Male,1960,5.9,CY,Cyprus
2,80--84,Male,2015,8,CY,Cyprus
3,30--34,Female,2080,35.8,CY,Cyprus
1,85--89,Male,2065,31.1,CY,Cyprus
3,50--54,Female,2030,44.1,CY,Cyprus
3,35--39,Female,1975,20.8,CY,Cyprus
1,35--39,Female,2100,27.8,CY,Cyprus
1,30--34,Female,2020,51,CY,Cyprus
3,70--74,Female,1980,9.8,CY,Cyprus
1,45--49,Female,2075,36.5,CY,Cyprus
2,70--74,Female,1950,4.9,CY,Cyprus
2,85--89,Female,2005,4.3,CY,Cyprus
2,0--4,Both,2040,58.3,CY,Cyprus
1,90--94,Female,2055,19.8,CY,Cyprus
3,40--44,Both,1970,32.5,CY,Cyprus
3,70--74,Both,2080,59.6,CY,Cyprus
3,65--69,Both,2000,30.7,CY,Cyprus
1,35--39,Both,2015,86,CY,Cyprus
2,65--69,Both,1970,21.3,CY,Cyprus
1,75--79,Both,2100,82.7,CY,Cyprus
3,100+,Both,2005,0,CY,Cyprus
3,15--19,Male,2035,39.1,CY,Cyprus
1,85--89,Both,2075,96.7,CY,Cyprus
1,95--99,Both,2050,10.9,CY,Cyprus
2,15--19,Male,2005,40.9,CY,Cyprus
2,40--44,Male,2035,62.7,CY,Cyprus
3,70--74,Male,1990,9.3,CY,Cyprus
1,40--44,Male,2005,37.1,CY,Cyprus
2,60--64,Male,1985,12,CY,Cyprus
3,All,Female,1995,423.6,CY,Cyprus
2,70--74,Male,1960,5.6,CY,Cyprus
2,85--89,Male,2015,3.6,CY,Cyprus
3,35--39,Female,2080,33.9,CY,Cyprus
1,90--94,Male,2065,19.7,CY,Cyprus
3,55--59,Female,2030,39.2,CY,Cyprus
3,40--44,Female,1975,18.5,CY,Cyprus
1,40--44,Female,2100,29.9,CY,Cyprus
1,35--39,Female,2020,48.7,CY,Cyprus
3,75--79,Female,1980,6.6,CY,Cyprus
1,50--54,Female,2075,39.7,CY,Cyprus
2,75--79,Female,1950,2.8,CY,Cyprus
2,90--94,Female,2005,1.7,CY,Cyprus
2,5--9,Both,2040,61.6,CY,Cyprus
1,95--99,Female,2055,10.8,CY,Cyprus
3,45--49,Both,1970,29.5,CY,Cyprus
3,75--79,Both,2080,54.6,CY,Cyprus
3,70--74,Both,2000,25.3,CY,Cyprus
1,40--44,Both,2015,77.5,CY,Cyprus
2,70--74,Both,1970,17.3,CY,Cyprus
1,80--84,Both,2100,84.7,CY,Cyprus
3,All,Male,2005,521.9,CY,Cyprus
3,20--24,Male,2035,34.5,CY,Cyprus
1,90--94,Both,2075,72.1,CY,Cyprus
1,100+,Both,2050,3.1,CY,Cyprus
2,20--24,Male,2005,53.1,CY,Cyprus
2,45--49,Male,2035,58.4,CY,Cyprus
3,75--79,Male,1990,6.7,CY,Cyprus
1,45--49,Male,2005,34.4,CY,Cyprus
2,65--69,Male,1985,10.9,CY,Cyprus
3,0--4,Female,1995,34.8,CY,Cyprus
2,75--79,Male,1960,3.2,CY,Cyprus
2,90--94,Male,2015,1,CY,Cyprus
3,40--44,Female,2080,32.6,CY,Cyprus
1,95--99,Male,2065,9.8,CY,Cyprus
3,60--64,Female,2030,37,CY,Cyprus
3,45--49,Female,1975,16.4,CY,Cyprus
1,45--49,Female,2100,31.7,CY,Cyprus
1,40--44,Female,2020,44.6,CY,Cyprus
3,80--84,Female,1980,3.9,CY,Cyprus
1,55--59,Female,2075,41.1,CY,Cyprus
2,80--84,Female,1950,1.1,CY,Cyprus
2,95--99,Female,2005,0.3,CY,Cyprus
2,10--14,Both,2040,67.6,CY,Cyprus
1,100+,Female,2055,3.9,CY,Cyprus
3,50--54,Both,1970,26.4,CY,Cyprus
3,80--84,Both,2080,57,CY,Cyprus
3,75--79,Both,2000,18.3,CY,Cyprus
1,45--49,Both,2015,74.3,CY,Cyprus
2,75--79,Both,1970,12.1,CY,Cyprus
1,85--89,Both,2100,81.4,CY,Cyprus
3,0--4,Male,2005,31.7,CY,Cyprus
3,25--29,Male,2035,34,CY,Cyprus
1,95--99,Both,2075,45.8,CY,Cyprus
1,All,Male,2050,693.4,CY,Cyprus
2,25--29,Male,2005,47,CY,Cyprus
2,50--54,Male,2035,48.3,CY,Cyprus
3,80--84,Male,1990,4.7,CY,Cyprus
1,50--54,Male,2005,30.6,CY,Cyprus
2,70--74,Male,1985,9,CY,Cyprus
3,5--9,Female,1995,33.7,CY,Cyprus
2,80--84,Male,1960,1.2,CY,Cyprus
2,95--99,Male,2015,0.2,CY,Cyprus
3,45--49,Female,2080,33.4,CY,Cyprus
1,100+,Male,2065,3.3,CY,Cyprus
3,65--69,Female,2030,32.7,CY,Cyprus
3,50--54,Female,1975,14.9,CY,Cyprus
1,50--54,Female,2100,32.7,CY,Cyprus
1,45--49,Female,2020,39.9,CY,Cyprus
3,85--89,Female,1980,1.8,CY,Cyprus
1,60--64,Female,2075,40.1,CY,Cyprus
2,85--89,Female,1950,0.4,CY,Cyprus
2,100+,Female,2005,0,CY,Cyprus
2,15--19,Both,2040,72.9,CY,Cyprus
1,All,Both,2060,1412.2,CY,Cyprus
3,55--59,Both,1970,26.4,CY,Cyprus
3,85--89,Both,2080,58.2,CY,Cyprus
3,80--84,Both,2000,13.1,CY,Cyprus
1,50--54,Both,2015,70.8,CY,Cyprus
2,80--84,Both,1970,9.3,CY,Cyprus
1,90--94,Both,2100,76.3,CY,Cyprus
3,5--9,Male,2005,35.7,CY,Cyprus
3,30--34,Male,2035,33.9,CY,Cyprus
1,100+,Both,2075,26.9,CY,Cyprus
1,0--4,Male,2050,26.7,CY,Cyprus
2,30--34,Male,2005,39.9,CY,Cyprus
2,55--59,Male,2035,42,CY,Cyprus
3,85--89,Male,1990,1.7,CY,Cyprus
1,55--59,Male,2005,26.4,CY,Cyprus
2,75--79,Male,1985,6,CY,Cyprus
3,10--14,Female,1995,32.6,CY,Cyprus
2,85--89,Male,1960,0.6,CY,Cyprus
2,100+,Male,2015,0,CY,Cyprus
3,50--54,Female,2080,36.1,CY,Cyprus
1,All,Female,2065,705.7,CY,Cyprus
