ssp,age,sex,year,pop,CNTR_CODE,cntr_name
2,50--54,Male,2040,195.9,SK,Slovakia
1,30--34,Male,2060,97.9,SK,Slovakia
3,70--74,Male,2020,97.6,SK,Slovakia
2,85--89,Male,2045,46.9,SK,Slovakia
3,10--14,Female,2080,151.7,SK,Slovakia
1,35--39,Male,1955,79.9,SK,Slovakia
2,95--99,Male,2020,1.1,SK,Slovakia
1,100+,Male,2070,9.2,SK,Slovakia
1,0--4,Female,2045,80,SK,Slovakia
2,35--39,Female,2080,105.4,SK,Slovakia
2,45--49,Female,2055,131.1,SK,Slovakia
1,35--39,Female,2050,133.2,SK,Slovakia
2,80--84,Female,2060,165.7,SK,Slovakia
2,90--94,Female,2035,26.3,SK,Slovakia
1,45--49,Female,2025,221,SK,Slovakia
3,10--14,Both,1995,447.3,SK,Slovakia
2,100+,Female,2010,0.2,SK,Slovakia
1,95--99,Female,2085,122.3,SK,Slovakia
1,All,Both,2065,4333.9,SK,Slovakia
2,40--44,Both,2075,217.2,SK,Slovakia
2,50--54,Both,2050,269.9,SK,Slovakia
1,40--44,Both,2045,250.1,SK,Slovakia
1,0--4,Both,1960,455.8,SK,Slovakia
2,85--89,Both,2055,147.9,SK,Slovakia
1,50--54,Both,2020,345.6,SK,Slovakia
3,5--9,Male,2010,133.6,SK,Slovakia
2,95--99,Both,2030,6.6,SK,Slovakia
1,100+,Both,2080,120.3,SK,Slovakia
1,0--4,Male,2055,74.4,SK,Slovakia
3,60--64,Male,1965,90.8,SK,Slovakia
2,55--59,Male,2040,205.2,SK,Slovakia
1,35--39,Male,2060,112.2,SK,Slovakia
3,75--79,Male,2020,58.8,SK,Slovakia
2,90--94,Male,2045,18.2,SK,Slovakia
3,15--19,Female,2080,152.8,SK,Slovakia
1,40--44,Male,1955,119.6,SK,Slovakia
2,100+,Male,2020,0.1,SK,Slovakia
1,All,Female,2070,2155.9,SK,Slovakia
1,5--9,Female,2045,80.6,SK,Slovakia
2,40--44,Female,2080,103.5,SK,Slovakia
2,50--54,Female,2055,120.1,SK,Slovakia
1,40--44,Female,2050,131.2,SK,Slovakia
2,85--89,Female,2060,114.8,SK,Slovakia
2,95--99,Female,2035,6.4,SK,Slovakia
1,50--54,Female,2025,196.2,SK,Slovakia
3,15--19,Both,1995,478.3,SK,Slovakia
2,All,Both,2015,5439.4,SK,Slovakia
1,100+,Female,2085,119.6,SK,Slovakia
1,0--4,Both,2065,116.3,SK,Slovakia
2,45--49,Both,2075,233.9,SK,Slovakia
2,55--59,Both,2050,336.5,SK,Slovakia
1,45--49,Both,2045,274,SK,Slovakia
1,5--9,Both,1960,464.4,SK,Slovakia
2,90--94,Both,2055,86.1,SK,Slovakia
1,55--59,Both,2020,361.9,SK,Slovakia
3,10--14,Male,2010,147.7,SK,Slovakia
2,100+,Both,2030,0.8,SK,Slovakia
1,All,Male,2080,1823.4,SK,Slovakia
1,5--9,Male,2055,80.5,SK,Slovakia
3,65--69,Male,1965,70.8,SK,Slovakia
2,60--64,Male,2040,205.6,SK,Slovakia
1,40--44,Male,2060,126.5,SK,Slovakia
3,80--84,Male,2020,31.6,SK,Slovakia
2,95--99,Male,2045,3.3,SK,Slovakia
3,20--24,Female,2080,154.7,SK,Slovakia
1,45--49,Male,1955,123.3,SK,Slovakia
2,All,Female,2020,2790.4,SK,Slovakia
1,0--4,Female,2070,51.8,SK,Slovakia
1,10--14,Female,2045,85.2,SK,Slovakia
2,45--49,Female,2080,105.8,SK,Slovakia
2,55--59,Female,2055,132.1,SK,Slovakia
1,45--49,Female,2050,121.3,SK,Slovakia
2,90--94,Female,2060,64,SK,Slovakia
2,100+,Female,2035,1,SK,Slovakia
1,55--59,Female,2025,171.7,SK,Slovakia
3,20--24,Both,1995,427.3,SK,Slovakia
2,0--4,Both,2015,285.3,SK,Slovakia
1,All,Both,2090,3452.3,SK,Slovakia
1,5--9,Both,2065,129.5,SK,Slovakia
2,50--54,Both,2075,251.9,SK,Slovakia
2,60--64,Both,2050,373.5,SK,Slovakia
1,50--54,Both,2045,344.8,SK,Slovakia
1,10--14,Both,1960,382.5,SK,Slovakia
2,95--99,Both,2055,33.7,SK,Slovakia
1,60--64,Both,2020,362.2,SK,Slovakia
3,15--19,Male,2010,184.9,SK,Slovakia
2,All,Male,2030,2591,SK,Slovakia
1,0--4,Male,2080,49.4,SK,Slovakia
1,10--14,Male,2055,83.2,SK,Slovakia
3,70--74,Male,1965,36.7,SK,Slovakia
2,65--69,Male,2040,166.4,SK,Slovakia
1,45--49,Male,2060,138.7,SK,Slovakia
3,85--89,Male,2020,15.9,SK,Slovakia
2,100+,Male,2045,0.3,SK,Slovakia
3,25--29,Female,2080,154.1,SK,Slovakia
1,50--54,Male,1955,102.7,SK,Slovakia
2,0--4,Female,2020,136.7,SK,Slovakia
1,5--9,Female,2070,56.4,SK,Slovakia
1,15--19,Female,2045,95.8,SK,Slovakia
2,50--54,Female,2080,113.9,SK,Slovakia
2,60--64,Female,2055,165.7,SK,Slovakia
1,50--54,Female,2050,133.7,SK,Slovakia
2,95--99,Female,2060,31.5,SK,Slovakia
2,All,Both,2040,5146.6,SK,Slovakia
1,60--64,Female,2025,182.1,SK,Slovakia
3,25--29,Both,1995,364,SK,Slovakia
2,5--9,Both,2015,282.9,SK,Slovakia
1,0--4,Both,2090,84.8,SK,Slovakia
1,10--14,Both,2065,144.3,SK,Slovakia
2,55--59,Both,2075,264,SK,Slovakia
2,65--69,Both,2050,383.6,SK,Slovakia
1,55--59,Both,2045,388.2,SK,Slovakia
1,15--19,Both,1960,323.7,SK,Slovakia
2,100+,Both,2055,7.8,SK,Slovakia
1,65--69,Both,2020,334.2,SK,Slovakia
3,20--24,Male,2010,210.5,SK,Slovakia
2,0--4,Male,2030,124.7,SK,Slovakia
1,5--9,Male,2080,51.2,SK,Slovakia
1,15--19,Male,2055,84.1,SK,Slovakia
3,75--79,Male,1965,24.1,SK,Slovakia
2,70--74,Male,2040,125.1,SK,Slovakia
1,50--54,Male,2060,136.7,SK,Slovakia
3,90--94,Male,2020,4.9,SK,Slovakia
2,All,Female,2045,2600.4,SK,Slovakia
3,30--34,Female,2080,149.9,SK,Slovakia
1,55--59,Male,1955,85.2,SK,Slovakia
2,5--9,Female,2020,138.5,SK,Slovakia
1,10--14,Female,2070,63,SK,Slovakia
1,20--24,Female,2045,109.6,SK,Slovakia
2,55--59,Female,2080,122.9,SK,Slovakia
2,65--69,Female,2055,186.1,SK,Slovakia
1,55--59,Female,2050,169.2,SK,Slovakia
2,100+,Female,2060,10.1,SK,Slovakia
2,0--4,Both,2040,218.5,SK,Slovakia
1,65--69,Female,2025,185.1,SK,Slovakia
3,30--34,Both,1995,388.8,SK,Slovakia
2,10--14,Both,2015,263.2,SK,Slovakia
1,5--9,Both,2090,91.3,SK,Slovakia
1,15--19,Both,2065,156.5,SK,Slovakia
2,60--64,Both,2075,264.1,SK,Slovakia
2,70--74,Both,2050,373.8,SK,Slovakia
1,60--64,Both,2045,408.1,SK,Slovakia
1,20--24,Both,1960,285.8,SK,Slovakia
2,All,Male,2055,2333,SK,Slovakia
1,70--74,Both,2020,237.4,SK,Slovakia
3,25--29,Male,2010,228.8,SK,Slovakia
2,5--9,Male,2030,134.5,SK,Slovakia
1,10--14,Male,2080,54,SK,Slovakia
1,20--24,Male,2055,88.8,SK,Slovakia
3,80--84,Male,1965,11.6,SK,Slovakia
2,75--79,Male,2040,107.5,SK,Slovakia
1,55--59,Male,2060,125.7,SK,Slovakia
3,95--99,Male,2020,1,SK,Slovakia
2,0--4,Female,2045,108,SK,Slovakia
3,35--39,Female,2080,143.7,SK,Slovakia
1,60--64,Male,1955,54.5,SK,Slovakia
2,10--14,Female,2020,137.5,SK,Slovakia
1,15--19,Female,2070,70.3,SK,Slovakia
1,25--29,Female,2045,123.2,SK,Slovakia
2,60--64,Female,2080,129,SK,Slovakia
2,70--74,Female,2055,191.3,SK,Slovakia
1,60--64,Female,2050,192.2,SK,Slovakia
2,All,Both,2065,4570.9,SK,Slovakia
2,5--9,Both,2040,223.9,SK,Slovakia
1,70--74,Female,2025,173.3,SK,Slovakia
3,35--39,Both,1995,420.1,SK,Slovakia
2,15--19,Both,2015,290,SK,Slovakia
1,10--14,Both,2090,96,SK,Slovakia
1,20--24,Both,2065,161.3,SK,Slovakia
2,65--69,Both,2075,255.3,SK,Slovakia
2,75--79,Both,2050,291.5,SK,Slovakia
1,65--69,Both,2045,412.8,SK,Slovakia
1,25--29,Both,1960,294.9,SK,Slovakia
2,0--4,Male,2055,110.7,SK,Slovakia
1,75--79,Both,2020,161.9,SK,Slovakia
3,30--34,Male,2010,242.2,SK,Slovakia
2,10--14,Male,2030,142.1,SK,Slovakia
1,15--19,Male,2080,59,SK,Slovakia
1,25--29,Male,2055,98.8,SK,Slovakia
3,85--89,Male,1965,4.2,SK,Slovakia
2,80--84,Male,2040,77.9,SK,Slovakia
1,60--64,Male,2060,135.4,SK,Slovakia
3,100+,Male,2020,0.1,SK,Slovakia
2,5--9,Female,2045,106.1,SK,Slovakia
3,40--44,Female,2080,138,SK,Slovakia
1,65--69,Male,1955,41.7,SK,Slovakia
2,15--19,Female,2020,127.8,SK,Slovakia
1,20--24,Female,2070,76,SK,Slovakia
1,30--34,Female,2045,134,SK,Slovakia
2,65--69,Female,2080,129.6,SK,Slovakia
2,75--79,Female,2055,185.9,SK,Slovakia
1,65--69,Female,2050,202.6,SK,Slovakia
2,0--4,Both,2065,193.4,SK,Slovakia
2,10--14,Both,2040,241.5,SK,Slovakia
1,75--79,Female,2025,123.3,SK,Slovakia
3,40--44,Both,1995,423.8,SK,Slovakia
2,20--24,Both,2015,364.1,SK,Slovakia
1,15--19,Both,2090,99.6,SK,Slovakia
1,25--29,Both,2065,161.6,SK,Slovakia
2,70--74,Both,2075,226.2,SK,Slovakia
2,80--84,Both,2050,203.2,SK,Slovakia
1,70--74,Both,2045,342.2,SK,Slovakia
1,30--34,Both,1960,299.7,SK,Slovakia
2,5--9,Male,2055,113.3,SK,Slovakia
1,80--84,Both,2020,99.8,SK,Slovakia
3,35--39,Male,2010,212,SK,Slovakia
2,15--19,Male,2030,144.1,SK,Slovakia
1,20--24,Male,2080,65.8,SK,Slovakia
1,30--34,Male,2055,112.8,SK,Slovakia
3,90--94,Male,1965,0.9,SK,Slovakia
2,85--89,Male,2040,41.8,SK,Slovakia
1,65--69,Male,2060,165.9,SK,Slovakia
3,All,Female,2020,2798.5,SK,Slovakia
2,10--14,Female,2045,108.9,SK,Slovakia
3,45--49,Female,2080,137.5,SK,Slovakia
1,70--74,Male,1955,31.2,SK,Slovakia
2,20--24,Female,2020,140.5,SK,Slovakia
1,25--29,Female,2070,77.9,SK,Slovakia
1,35--39,Female,2045,131.8,SK,Slovakia
2,70--74,Female,2080,126,SK,Slovakia
2,80--84,Female,2055,143.4,SK,Slovakia
1,70--74,Female,2050,205.8,SK,Slovakia
2,5--9,Both,2065,204.6,SK,Slovakia
2,15--19,Both,2040,261.3,SK,Slovakia
1,80--84,Female,2025,81.3,SK,Slovakia
3,45--49,Both,1995,329.6,SK,Slovakia
2,25--29,Both,2015,410.8,SK,Slovakia
1,20--24,Both,2090,105,SK,Slovakia
1,30--34,Both,2065,169.8,SK,Slovakia
2,75--79,Both,2075,231,SK,Slovakia
2,85--89,Both,2050,147.4,SK,Slovakia
1,75--79,Both,2045,265.8,SK,Slovakia
1,35--39,Both,1960,321.4,SK,Slovakia
2,10--14,Male,2055,112.6,SK,Slovakia
1,85--89,Both,2020,56.9,SK,Slovakia
3,40--44,Male,2010,177.7,SK,Slovakia
2,20--24,Male,2030,142.7,SK,Slovakia
1,25--29,Male,2080,73.1,SK,Slovakia
1,35--39,Male,2055,127,SK,Slovakia
3,95--99,Male,1965,0.1,SK,Slovakia
2,90--94,Male,2040,12.4,SK,Slovakia
1,70--74,Male,2060,177.5,SK,Slovakia
3,0--4,Female,2020,147.3,SK,Slovakia
2,15--19,Female,2045,117.6,SK,Slovakia
3,50--54,Female,2080,142.2,SK,Slovakia
1,75--79,Male,1955,19.8,SK,Slovakia
2,25--29,Female,2020,175.9,SK,Slovakia
1,30--34,Female,2070,78.1,SK,Slovakia
1,40--44,Female,2045,121.8,SK,Slovakia
2,75--79,Female,2080,111.4,SK,Slovakia
2,85--89,Female,2055,95.8,SK,Slovakia
1,75--79,Female,2050,172.7,SK,Slovakia
2,10--14,Both,2065,215.1,SK,Slovakia
2,20--24,Both,2040,275.5,SK,Slovakia
1,85--89,Female,2025,44,SK,Slovakia
3,50--54,Both,1995,270.5,SK,Slovakia
2,30--34,Both,2015,439.5,SK,Slovakia
1,25--29,Both,2090,114.1,SK,Slovakia
1,35--39,Both,2065,190,SK,Slovakia
2,80--84,Both,2075,254.7,SK,Slovakia
2,90--94,Both,2050,79.6,SK,Slovakia
1,80--84,Both,2045,233.1,SK,Slovakia
1,40--44,Both,1960,159.8,SK,Slovakia
2,15--19,Male,2055,110.9,SK,Slovakia
1,90--94,Both,2020,20.2,SK,Slovakia
3,45--49,Male,2010,187.1,SK,Slovakia
2,25--29,Male,2030,131.5,SK,Slovakia
1,30--34,Male,2080,78.9,SK,Slovakia
1,40--44,Male,2055,139.2,SK,Slovakia
3,100+,Male,1965,0,SK,Slovakia
2,95--99,Male,2040,2.2,SK,Slovakia
1,75--79,Male,2060,172.2,SK,Slovakia
3,5--9,Female,2020,138.8,SK,Slovakia
2,20--24,Female,2045,126.9,SK,Slovakia
3,55--59,Female,2080,144.7,SK,Slovakia
1,80--84,Male,1955,10.3,SK,Slovakia
2,30--34,Female,2020,199.9,SK,Slovakia
1,35--39,Female,2070,82.2,SK,Slovakia
1,45--49,Female,2045,134.2,SK,Slovakia
2,80--84,Female,2080,114,SK,Slovakia
2,90--94,Female,2055,62.1,SK,Slovakia
1,80--84,Female,2050,135.5,SK,Slovakia
2,15--19,Both,2065,220.5,SK,Slovakia
2,25--29,Both,2040,277.2,SK,Slovakia
1,90--94,Female,2025,19.2,SK,Slovakia
3,55--59,Both,1995,230,SK,Slovakia
2,35--39,Both,2015,460.9,SK,Slovakia
1,30--34,Both,2090,126.9,SK,Slovakia
1,40--44,Both,2065,217.9,SK,Slovakia
2,85--89,Both,2075,225.3,SK,Slovakia
2,95--99,Both,2050,27.2,SK,Slovakia
1,85--89,Both,2045,170.6,SK,Slovakia
1,45--49,Both,1960,248.3,SK,Slovakia
2,20--24,Male,2055,113.5,SK,Slovakia
1,95--99,Both,2020,4.4,SK,Slovakia
3,50--54,Male,2010,193.5,SK,Slovakia
2,30--34,Male,2030,142.9,SK,Slovakia
1,35--39,Male,2080,81.2,SK,Slovakia
1,45--49,Male,2055,137.4,SK,Slovakia
3,All,Female,1965,2213.1,SK,Slovakia
2,100+,Male,2040,0.2,SK,Slovakia
1,80--84,Male,2060,150,SK,Slovakia
3,10--14,Female,2020,137.6,SK,Slovakia
2,25--29,Female,2045,133.1,SK,Slovakia
3,60--64,Female,2080,140.7,SK,Slovakia
1,85--89,Male,1955,3.5,SK,Slovakia
2,35--39,Female,2020,213,SK,Slovakia
1,40--44,Female,2070,92.3,SK,Slovakia
1,50--54,Female,2045,170,SK,Slovakia
2,85--89,Female,2080,123,SK,Slovakia
2,95--99,Female,2055,27.2,SK,Slovakia
1,85--89,Female,2050,115.8,SK,Slovakia
2,20--24,Both,2065,218.9,SK,Slovakia
2,30--34,Both,2040,272.7,SK,Slovakia
1,95--99,Female,2025,4.4,SK,Slovakia
3,60--64,Both,1995,229.1,SK,Slovakia
2,40--44,Both,2015,407.7,SK,Slovakia
1,35--39,Both,2090,141.2,SK,Slovakia
1,45--49,Both,2065,246.7,SK,Slovakia
2,90--94,Both,2075,154.4,SK,Slovakia
2,100+,Both,2050,4.5,SK,Slovakia
1,90--94,Both,2045,92.6,SK,Slovakia
1,50--54,Both,1960,245,SK,Slovakia
2,25--29,Male,2055,121.7,SK,Slovakia
1,100+,Both,2020,0.3,SK,Slovakia
3,55--59,Male,2010,183.8,SK,Slovakia
2,35--39,Male,2030,179.4,SK,Slovakia
1,40--44,Male,2080,81.5,SK,Slovakia
1,50--54,Male,2055,126.8,SK,Slovakia
3,0--4,Female,1965,205.3,SK,Slovakia
2,All,Female,2040,2655.5,SK,Slovakia
1,85--89,Male,2060,93.5,SK,Slovakia
3,15--19,Female,2020,128,SK,Slovakia
2,30--34,Female,2045,134.2,SK,Slovakia
3,65--69,Female,2080,129.2,SK,Slovakia
1,90--94,Male,1955,0.6,SK,Slovakia
2,40--44,Female,2020,222.7,SK,Slovakia
1,45--49,Female,2070,105.9,SK,Slovakia
1,55--59,Female,2045,193.6,SK,Slovakia
2,90--94,Female,2080,103.1,SK,Slovakia
2,100+,Female,2055,7,SK,Slovakia
1,90--94,Female,2050,78.6,SK,Slovakia
2,25--29,Both,2065,214.3,SK,Slovakia
2,35--39,Both,2040,250.8,SK,Slovakia
1,100+,Female,2025,0.5,SK,Slovakia
3,65--69,Both,1995,205.6,SK,Slovakia
2,45--49,Both,2015,353.4,SK,Slovakia
1,40--44,Both,2090,152.8,SK,Slovakia
1,50--54,Both,2065,270.2,SK,Slovakia
2,95--99,Both,2075,77.4,SK,Slovakia
2,All,Male,2050,2385.9,SK,Slovakia
1,95--99,Both,2045,28.1,SK,Slovakia
1,55--59,Both,1960,202.5,SK,Slovakia
2,30--34,Male,2055,131.1,SK,Slovakia
1,All,Male,2020,2633.6,SK,Slovakia
3,60--64,Male,2010,130,SK,Slovakia
2,40--44,Male,2030,202.3,SK,Slovakia
1,45--49,Male,2080,86.3,SK,Slovakia
1,55--59,Male,2055,137.3,SK,Slovakia
3,5--9,Female,1965,220.4,SK,Slovakia
2,0--4,Female,2040,106.7,SK,Slovakia
1,90--94,Male,2060,43.7,SK,Slovakia
3,20--24,Female,2020,140.6,SK,Slovakia
2,35--39,Female,2045,132.3,SK,Slovakia
3,70--74,Female,2080,122.6,SK,Slovakia
1,95--99,Male,1955,0.1,SK,Slovakia
2,45--49,Female,2020,198.4,SK,Slovakia
1,50--54,Female,2070,120.4,SK,Slovakia
1,60--64,Female,2045,205,SK,Slovakia
2,95--99,Female,2080,63.2,SK,Slovakia
2,All,Both,2060,4702,SK,Slovakia
1,95--99,Female,2050,36.5,SK,Slovakia
2,30--34,Both,2065,218.5,SK,Slovakia
2,40--44,Both,2040,274.9,SK,Slovakia
1,All,Both,2030,5294.3,SK,Slovakia
3,70--74,Both,1995,191.1,SK,Slovakia
2,50--54,Both,2015,374.5,SK,Slovakia
1,45--49,Both,2090,157.5,SK,Slovakia
1,55--59,Both,2065,266,SK,Slovakia
2,100+,Both,2075,24.6,SK,Slovakia
2,0--4,Male,2050,113.6,SK,Slovakia
1,100+,Both,2045,5.6,SK,Slovakia
1,60--64,Both,1960,175.7,SK,Slovakia
2,35--39,Male,2055,137.9,SK,Slovakia
1,0--4,Male,2020,133,SK,Slovakia
3,65--69,Male,2010,92,SK,Slovakia
2,45--49,Male,2030,216.2,SK,Slovakia
1,50--54,Male,2080,96.6,SK,Slovakia
1,60--64,Male,2055,169.8,SK,Slovakia
3,10--14,Female,1965,227.3,SK,Slovakia
2,5--9,Female,2040,109.3,SK,Slovakia
1,95--99,Male,2060,17,SK,Slovakia
3,25--29,Female,2020,176.5,SK,Slovakia
2,40--44,Female,2045,121.4,SK,Slovakia
3,75--79,Female,2080,104.8,SK,Slovakia
1,100+,Male,1955,0,SK,Slovakia
2,50--54,Female,2020,174.5,SK,Slovakia
1,55--59,Female,2070,131.8,SK,Slovakia
1,65--69,Female,2045,210.7,SK,Slovakia
2,100+,Female,2080,29.8,SK,Slovakia
2,0--4,Both,2060,205.3,SK,Slovakia
1,100+,Female,2050,9.1,SK,Slovakia
2,35--39,Both,2065,235.2,SK,Slovakia
2,45--49,Both,2040,345.8,SK,Slovakia
1,0--4,Both,2030,198.9,SK,Slovakia
1,All,Both,1950,3436.6,SK,Slovakia
2,55--59,Both,2015,381.6,SK,Slovakia
1,50--54,Both,2090,158.5,SK,Slovakia
1,60--64,Both,2065,244.5,SK,Slovakia
2,All,Male,2075,2088.5,SK,Slovakia
2,5--9,Male,2050,112.9,SK,Slovakia
1,All,Male,2045,2383.3,SK,Slovakia
1,65--69,Both,1960,106.4,SK,Slovakia
2,40--44,Male,2055,139,SK,Slovakia
1,5--9,Male,2020,145.1,SK,Slovakia
3,70--74,Male,2010,63.6,SK,Slovakia
2,50--54,Male,2030,223.6,SK,Slovakia
1,55--59,Male,2080,110.8,SK,Slovakia
1,65--69,Male,2055,185.2,SK,Slovakia
3,15--19,Female,1965,183.3,SK,Slovakia
2,10--14,Female,2040,117.8,SK,Slovakia
1,100+,Male,2060,3.7,SK,Slovakia
3,30--34,Female,2020,200.3,SK,Slovakia
2,45--49,Female,2045,133.9,SK,Slovakia
3,80--84,Female,2080,98,SK,Slovakia
1,All,Female,1955,1942.3,SK,Slovakia
2,55--59,Female,2020,186.5,SK,Slovakia
1,60--64,Female,2070,129.9,SK,Slovakia
1,70--74,Female,2045,181.2,SK,Slovakia
2,All,Both,2085,4089.3,SK,Slovakia
2,5--9,Both,2060,215.4,SK,Slovakia
1,All,Both,2055,4657.7,SK,Slovakia
2,40--44,Both,2065,253.8,SK,Slovakia
2,50--54,Both,2040,389.9,SK,Slovakia
1,5--9,Both,2030,227.3,SK,Slovakia
1,0--4,Both,1950,372.6,SK,Slovakia
2,60--64,Both,2015,361,SK,Slovakia
1,55--59,Both,2090,167.6,SK,Slovakia
1,65--69,Both,2065,264.9,SK,Slovakia
2,0--4,Male,2075,92.6,SK,Slovakia
2,10--14,Male,2050,111.1,SK,Slovakia
1,0--4,Male,2045,83.9,SK,Slovakia
1,70--74,Both,1960,82.3,SK,Slovakia
2,45--49,Male,2055,136.4,SK,Slovakia
1,10--14,Male,2020,144.3,SK,Slovakia
3,75--79,Male,2010,48.4,SK,Slovakia
2,55--59,Male,2030,189.7,SK,Slovakia
1,60--64,Male,2080,124.6,SK,Slovakia
1,70--74,Male,2055,186.2,SK,Slovakia
3,20--24,Female,1965,155.2,SK,Slovakia
2,15--19,Female,2040,127.5,SK,Slovakia
1,All,Female,2060,2330,SK,Slovakia
3,35--39,Female,2020,213.4,SK,Slovakia
2,50--54,Female,2045,169,SK,Slovakia
3,85--89,Female,2080,90.9,SK,Slovakia
1,0--4,Female,1955,227.6,SK,Slovakia
2,60--64,Female,2020,192.1,SK,Slovakia
1,65--69,Female,2070,119.7,SK,Slovakia
1,75--79,Female,2045,149.1,SK,Slovakia
2,0--4,Both,2085,178.5,SK,Slovakia
2,10--14,Both,2060,220.7,SK,Slovakia
1,0--4,Both,2055,145.5,SK,Slovakia
2,45--49,Both,2065,267,SK,Slovakia
2,55--59,Both,2040,410.5,SK,Slovakia
1,10--14,Both,2030,257.4,SK,Slovakia
1,5--9,Both,1950,319,SK,Slovakia
2,65--69,Both,2015,266,SK,Slovakia
1,60--64,Both,2090,187.9,SK,Slovakia
1,70--74,Both,2065,325.6,SK,Slovakia
2,5--9,Male,2075,94.3,SK,Slovakia
2,15--19,Male,2050,114.1,SK,Slovakia
1,5--9,Male,2045,84.6,SK,Slovakia
1,75--79,Both,1960,51.6,SK,Slovakia
2,50--54,Male,2055,125,SK,Slovakia
1,15--19,Male,2020,134.4,SK,Slovakia
3,80--84,Male,2010,28,SK,Slovakia
2,60--64,Male,2030,153,SK,Slovakia
1,65--69,Male,2080,135.4,SK,Slovakia
1,75--79,Male,2055,173.1,SK,Slovakia
3,25--29,Female,1965,139.4,SK,Slovakia
2,20--24,Female,2040,134.4,SK,Slovakia
1,0--4,Female,2060,63.5,SK,Slovakia
3,40--44,Female,2020,222.9,SK,Slovakia
2,55--59,Female,2045,192,SK,Slovakia
3,90--94,Female,2080,59.9,SK,Slovakia
1,5--9,Female,1955,186.2,SK,Slovakia
2,65--69,Female,2020,184.2,SK,Slovakia
1,70--74,Female,2070,130.8,SK,Slovakia
1,80--84,Female,2045,140.1,SK,Slovakia
2,5--9,Both,2085,180,SK,Slovakia
2,15--19,Both,2060,219.6,SK,Slovakia
1,5--9,Both,2055,157.2,SK,Slovakia
2,50--54,Both,2065,268.9,SK,Slovakia
2,60--64,Both,2040,417,SK,Slovakia
1,15--19,Both,2030,282,SK,Slovakia
1,10--14,Both,1950,298.1,SK,Slovakia
2,70--74,Both,2015,194.1,SK,Slovakia
1,65--69,Both,2090,215.3,SK,Slovakia
1,75--79,Both,2065,349.6,SK,Slovakia
2,10--14,Male,2075,98.6,SK,Slovakia
2,20--24,Male,2050,122.7,SK,Slovakia
1,10--14,Male,2045,89.4,SK,Slovakia
1,80--84,Both,1960,26.3,SK,Slovakia
2,55--59,Male,2055,134.2,SK,Slovakia
1,20--24,Male,2020,147.5,SK,Slovakia
3,85--89,Male,2010,14,SK,Slovakia
2,65--69,Male,2030,147.8,SK,Slovakia
1,70--74,Male,2080,131.1,SK,Slovakia
1,80--84,Male,2055,121.6,SK,Slovakia
3,30--34,Female,1965,146.9,SK,Slovakia
2,25--29,Female,2040,135.4,SK,Slovakia
1,5--9,Female,2060,70.6,SK,Slovakia
3,45--49,Female,2020,198.4,SK,Slovakia
2,60--64,Female,2045,202.2,SK,Slovakia
3,95--99,Female,2080,25.3,SK,Slovakia
1,10--14,Female,1955,159.6,SK,Slovakia
2,70--74,Female,2020,137.7,SK,Slovakia
1,75--79,Female,2070,162.1,SK,Slovakia
1,85--89,Female,2045,112.4,SK,Slovakia
2,10--14,Both,2085,180.5,SK,Slovakia
2,20--24,Both,2060,215.7,SK,Slovakia
1,10--14,Both,2055,162.4,SK,Slovakia
2,55--59,Both,2065,263.2,SK,Slovakia
2,65--69,Both,2040,349.6,SK,Slovakia
1,20--24,Both,2030,279.1,SK,Slovakia
1,15--19,Both,1950,306.1,SK,Slovakia
2,75--79,Both,2015,136.7,SK,Slovakia
1,70--74,Both,2090,242.3,SK,Slovakia
1,80--84,Both,2065,335.7,SK,Slovakia
2,15--19,Male,2075,104.6,SK,Slovakia
2,25--29,Male,2050,132,SK,Slovakia
1,15--19,Male,2045,100.4,SK,Slovakia
1,85--89,Both,1960,9.5,SK,Slovakia
2,60--64,Male,2055,163.8,SK,Slovakia
1,25--29,Male,2020,183.6,SK,Slovakia
3,90--94,Male,2010,2.4,SK,Slovakia
2,70--74,Male,2030,131.7,SK,Slovakia
1,75--79,Male,2080,116.1,SK,Slovakia
1,85--89,Male,2055,69.8,SK,Slovakia
3,35--39,Female,1965,149,SK,Slovakia
2,30--34,Female,2040,133.2,SK,Slovakia
1,10--14,Female,2060,76.5,SK,Slovakia
3,50--54,Female,2020,174.5,SK,Slovakia
2,65--69,Female,2045,206.2,SK,Slovakia
3,100+,Female,2080,6.5,SK,Slovakia
1,15--19,Female,1955,145.6,SK,Slovakia
2,75--79,Female,2020,101.1,SK,Slovakia
1,80--84,Female,2070,175.8,SK,Slovakia
1,90--94,Female,2045,68.1,SK,Slovakia
2,15--19,Both,2085,183.9,SK,Slovakia
2,25--29,Both,2060,219.9,SK,Slovakia
1,15--19,Both,2055,164.3,SK,Slovakia
2,60--64,Both,2065,238.8,SK,Slovakia
2,70--74,Both,2040,278.8,SK,Slovakia
1,25--29,Both,2030,256.8,SK,Slovakia
1,20--24,Both,1950,300.6,SK,Slovakia
2,80--84,Both,2015,98,SK,Slovakia
1,75--79,Both,2090,261.2,SK,Slovakia
1,85--89,Both,2065,286.5,SK,Slovakia
2,20--24,Male,2075,109.8,SK,Slovakia
2,30--34,Male,2050,138.6,SK,Slovakia
1,20--24,Male,2045,114.9,SK,Slovakia
1,90--94,Both,1960,1.9,SK,Slovakia
2,65--69,Male,2055,175.1,SK,Slovakia
1,30--34,Male,2020,206.8,SK,Slovakia
